rule_label,lhs,rhs,row_index_1,row_index_2,datetime_1,datetime_2,station_1,station_2,month_1,month_2,time_slot_1,time_slot_2,rhs_value_1,rhs_value_2,rhs_abs_diff,PM2.5_1,PM2.5_2,NO2_1,NO2_2
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,17120,41245,2014-03-13 20:00:00,2015-08-27 22:00:00,Changping,Changping,2014-03,2015-08,evening,evening,186.0,11.0,175.0,17.0,11.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,2621,20993,2013-04-26 09:00:00,2014-06-06 07:00:00,Aotizhongxin,Aotizhongxin,2013-04,2014-06,morning,morning,263.0,88.0,175.0,84.0,88.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,13825,33090,2013-12-31 12:00:00,2015-03-02 14:00:00,Aotizhongxin,Aotizhongxin,2013-12,2015-03,afternoon,afternoon,274.0,100.0,174.0,33.0,25.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,16484,24762,2014-02-28 05:00:00,2014-08-27 00:00:00,Aotizhongxin,Aotizhongxin,2014-02,2014-08,night,night,37.0,211.0,174.0,44.0,44.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,7912,15600,2013-08-20 17:00:00,2014-02-07 17:00:00,Aotizhongxin,Aotizhongxin,2013-08,2014-02,afternoon,afternoon,238.0,64.0,174.0,88.0,84.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,17120,45278,2014-03-13 20:00:00,2015-11-25 23:00:00,Changping,Changping,2014-03,2015-11,evening,evening,186.0,14.0,172.0,17.0,14.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,24488,34353,2014-08-21 04:00:00,2015-03-30 01:00:00,Aotizhongxin,Aotizhongxin,2014-08,2015-03,night,night,200.0,372.0,172.0,127.0,137.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,3534,17290,2013-05-16 11:00:00,2014-03-17 09:00:00,Changping,Changping,2013-05,2014-03,morning,morning,92.0,264.0,172.0,47.0,49.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,15556,35571,2014-02-06 19:00:00,2015-04-25 22:00:00,Aotizhongxin,Aotizhongxin,2014-02,2015-04,evening,evening,84.0,256.0,172.0,92.0,96.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,17290,62087,2014-03-17 09:00:00,2016-11-24 11:00:00,Changping,Changping,2014-03,2016-11,morning,morning,264.0,93.0,171.0,49.0,51.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,2621,21866,2013-04-26 09:00:00,2014-06-25 07:00:00,Aotizhongxin,Aotizhongxin,2013-04,2014-06,morning,morning,263.0,92.0,171.0,84.0,92.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,17120,26625,2014-03-13 20:00:00,2014-10-05 23:00:00,Changping,Changping,2014-03,2014-10,evening,evening,186.0,15.0,171.0,17.0,15.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,17120,61313,2014-03-13 20:00:00,2016-11-07 22:00:00,Changping,Changping,2014-03,2016-11,evening,evening,186.0,15.0,171.0,17.0,15.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,1786,26243,2013-04-07 18:00:00,2014-09-27 23:00:00,Aotizhongxin,Aotizhongxin,2013-04,2014-09,evening,evening,158.0,328.0,170.0,84.0,86.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,6837,18240,2013-07-28 07:00:00,2014-04-06 06:00:00,Aotizhongxin,Aotizhongxin,2013-07,2014-04,morning,morning,40.0,210.0,170.0,63.0,71.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,2621,39710,2013-04-26 09:00:00,2015-07-25 09:00:00,Aotizhongxin,Aotizhongxin,2013-04,2015-07,morning,morning,263.0,93.0,170.0,84.0,75.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,21699,51538,2014-06-21 18:00:00,2016-04-08 22:00:00,Aotizhongxin,Aotizhongxin,2014-06,2016-04,evening,evening,69.0,239.0,170.0,69.0,76.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,35140,65597,2015-04-16 03:00:00,2017-02-07 00:00:00,Aotizhongxin,Aotizhongxin,2015-04,2017-02,night,night,219.0,50.0,169.0,30.0,40.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,15508,35571,2014-02-05 19:00:00,2015-04-25 22:00:00,Aotizhongxin,Aotizhongxin,2014-02,2015-04,evening,evening,88.0,256.0,168.0,86.0,96.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,5882,50019,2013-07-07 16:00:00,2016-03-06 16:00:00,Aotizhongxin,Aotizhongxin,2013-07,2016-03,afternoon,afternoon,167.0,335.0,168.0,117.0,123.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,17120,66474,2014-03-13 20:00:00,2017-02-25 21:00:00,Changping,Changping,2014-03,2017-02,evening,evening,186.0,19.0,167.0,17.0,16.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,2621,24864,2013-04-26 09:00:00,2014-08-29 06:00:00,Aotizhongxin,Aotizhongxin,2013-04,2014-08,morning,morning,263.0,96.0,167.0,84.0,89.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,17120,57119,2014-03-13 20:00:00,2016-08-07 23:00:00,Changping,Changping,2014-03,2016-08,evening,evening,186.0,19.0,167.0,17.0,16.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,44274,62182,2015-11-04 14:00:00,2016-11-26 12:00:00,Changping,Changping,2015-11,2016-11,afternoon,afternoon,191.0,358.0,167.0,191.0,195.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,2621,53574,2013-04-26 09:00:00,2016-05-23 06:00:00,Aotizhongxin,Aotizhongxin,2013-04,2016-05,morning,morning,263.0,96.0,167.0,84.0,74.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,2908,51852,2013-05-03 07:00:00,2016-04-16 06:00:00,Changping,Changping,2013-05,2016-04,morning,morning,54.0,221.0,167.0,73.0,66.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,24762,56884,2014-08-27 00:00:00,2016-08-03 00:00:00,Aotizhongxin,Aotizhongxin,2014-08,2016-08,night,night,211.0,44.0,167.0,44.0,44.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,17120,51882,2014-03-13 20:00:00,2016-04-16 21:00:00,Changping,Changping,2014-03,2016-04,evening,evening,186.0,20.0,166.0,17.0,8.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,2621,4735,2013-04-26 09:00:00,2013-06-11 11:00:00,Aotizhongxin,Aotizhongxin,2013-04,2013-06,morning,morning,263.0,97.0,166.0,84.0,79.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,3759,57784,2013-05-21 08:00:00,2016-08-22 08:00:00,Aotizhongxin,Aotizhongxin,2013-05,2016-08,morning,morning,235.0,70.0,165.0,79.0,70.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,3759,21558,2013-05-21 08:00:00,2014-06-18 06:00:00,Aotizhongxin,Aotizhongxin,2013-05,2014-06,morning,morning,235.0,70.0,165.0,79.0,70.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,4350,35251,2013-06-03 07:00:00,2015-04-18 11:00:00,Changping,Changping,2013-06,2015-04,morning,morning,179.0,344.0,165.0,159.0,158.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,21625,35571,2014-06-19 18:00:00,2015-04-25 22:00:00,Aotizhongxin,Aotizhongxin,2014-06,2015-04,evening,evening,91.0,256.0,165.0,91.0,96.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,43728,51538,2015-10-23 21:00:00,2016-04-08 22:00:00,Aotizhongxin,Aotizhongxin,2015-10,2016-04,evening,evening,74.0,239.0,165.0,74.0,76.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,45163,51852,2015-11-23 11:00:00,2016-04-16 06:00:00,Changping,Changping,2015-11,2016-04,morning,morning,56.0,221.0,165.0,56.0,66.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,1978,17120,2013-04-11 18:00:00,2014-03-13 20:00:00,Changping,Changping,2013-04,2014-03,evening,evening,22.0,186.0,164.0,8.0,17.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,690,5882,2013-03-15 12:00:00,2013-07-07 16:00:00,Aotizhongxin,Aotizhongxin,2013-03,2013-07,afternoon,afternoon,331.0,167.0,164.0,110.0,117.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,22850,51538,2014-07-15 23:00:00,2016-04-08 22:00:00,Aotizhongxin,Aotizhongxin,2014-07,2016-04,evening,evening,75.0,239.0,164.0,75.0,76.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,3759,44873,2013-05-21 08:00:00,2015-11-17 08:00:00,Aotizhongxin,Aotizhongxin,2013-05,2015-11,morning,morning,235.0,72.0,163.0,79.0,72.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,17120,42555,2014-03-13 20:00:00,2015-09-24 23:00:00,Changping,Changping,2014-03,2015-09,evening,evening,186.0,23.0,163.0,17.0,23.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,6494,17120,2013-07-20 23:00:00,2014-03-13 20:00:00,Changping,Changping,2013-07,2014-03,evening,evening,24.0,186.0,162.0,25.0,17.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,24762,58838,2014-08-27 00:00:00,2016-09-15 03:00:00,Aotizhongxin,Aotizhongxin,2014-08,2016-09,night,night,211.0,49.0,162.0,44.0,45.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,7334,17120,2013-08-07 22:00:00,2014-03-13 20:00:00,Changping,Changping,2013-08,2014-03,evening,evening,24.0,186.0,162.0,15.0,17.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,17120,36234,2014-03-13 20:00:00,2015-05-09 22:00:00,Changping,Changping,2014-03,2015-05,evening,evening,186.0,24.0,162.0,17.0,24.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,39778,51538,2015-07-26 19:00:00,2016-04-08 22:00:00,Aotizhongxin,Aotizhongxin,2015-07,2016-04,evening,evening,77.0,239.0,162.0,77.0,76.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,19172,26195,2014-04-25 20:00:00,2014-09-26 23:00:00,Aotizhongxin,Aotizhongxin,2014-04,2014-09,evening,evening,287.0,125.0,162.0,115.0,125.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,17120,33421,2014-03-13 20:00:00,2015-03-09 20:00:00,Changping,Changping,2014-03,2015-03,evening,evening,186.0,25.0,161.0,17.0,12.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,37669,51538,2015-06-10 23:00:00,2016-04-08 22:00:00,Aotizhongxin,Aotizhongxin,2015-06,2016-04,evening,evening,78.0,239.0,161.0,74.0,76.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,24762,65597,2014-08-27 00:00:00,2017-02-07 00:00:00,Aotizhongxin,Aotizhongxin,2014-08,2017-02,night,night,211.0,50.0,161.0,44.0,40.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,19172,64971,2014-04-25 20:00:00,2017-01-24 18:00:00,Aotizhongxin,Aotizhongxin,2014-04,2017-01,evening,evening,287.0,126.0,161.0,115.0,122.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,17120,65730,2014-03-13 20:00:00,2017-02-09 19:00:00,Changping,Changping,2014-03,2017-02,evening,evening,186.0,25.0,161.0,17.0,8.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,24762,57730,2014-08-27 00:00:00,2016-08-21 04:00:00,Aotizhongxin,Aotizhongxin,2014-08,2016-08,night,night,211.0,50.0,161.0,44.0,50.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,23078,51538,2014-07-20 18:00:00,2016-04-08 22:00:00,Aotizhongxin,Aotizhongxin,2014-07,2016-04,evening,evening,79.0,239.0,160.0,79.0,76.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,17120,23800,2014-03-13 20:00:00,2014-08-06 19:00:00,Changping,Changping,2014-03,2014-08,evening,evening,186.0,26.0,160.0,17.0,13.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,24762,52037,2014-08-27 00:00:00,2016-04-20 05:00:00,Aotizhongxin,Aotizhongxin,2014-08,2016-04,night,night,211.0,51.0,160.0,44.0,51.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,17120,25636,2014-03-13 20:00:00,2014-09-14 22:00:00,Changping,Changping,2014-03,2014-09,evening,evening,186.0,26.0,160.0,17.0,13.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,21398,49984,2014-06-14 20:00:00,2016-03-05 22:00:00,Aotizhongxin,Aotizhongxin,2014-06,2016-03,evening,evening,57.0,217.0,160.0,57.0,63.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,31452,35261,2015-01-25 15:00:00,2015-04-18 16:00:00,Changping,Changping,2015-01,2015-04,afternoon,afternoon,121.0,281.0,160.0,121.0,123.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,3922,17120,2013-05-24 22:00:00,2014-03-13 20:00:00,Changping,Changping,2013-05,2014-03,evening,evening,26.0,186.0,160.0,13.0,17.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,3653,24762,2013-05-19 00:00:00,2014-08-27 00:00:00,Aotizhongxin,Aotizhongxin,2013-05,2014-08,night,night,52.0,211.0,159.0,44.0,44.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,17120,40292,2014-03-13 20:00:00,2015-08-07 21:00:00,Changping,Changping,2014-03,2015-08,evening,evening,186.0,27.0,159.0,17.0,19.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,17120,47516,2014-03-13 20:00:00,2016-01-12 20:00:00,Changping,Changping,2014-03,2016-01,evening,evening,186.0,27.0,159.0,17.0,15.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,17120,23710,2014-03-13 20:00:00,2014-08-04 22:00:00,Changping,Changping,2014-03,2014-08,evening,evening,186.0,27.0,159.0,17.0,18.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,51852,61284,2016-04-16 06:00:00,2016-11-07 07:00:00,Changping,Changping,2016-04,2016-11,morning,morning,221.0,63.0,158.0,66.0,63.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,5048,6837,2013-06-18 07:00:00,2013-07-28 07:00:00,Aotizhongxin,Aotizhongxin,2013-06,2013-07,morning,morning,198.0,40.0,158.0,62.0,63.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,2621,11049,2013-04-26 09:00:00,2013-10-27 08:00:00,Aotizhongxin,Aotizhongxin,2013-04,2013-10,morning,morning,263.0,105.0,158.0,84.0,83.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,24925,35261,2014-08-30 12:00:00,2015-04-18 16:00:00,Changping,Changping,2014-08,2015-04,afternoon,afternoon,123.0,281.0,158.0,123.0,123.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,17120,42000,2014-03-13 20:00:00,2015-09-12 22:00:00,Changping,Changping,2014-03,2015-09,evening,evening,186.0,28.0,158.0,17.0,18.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,21270,24762,2014-06-12 03:00:00,2014-08-27 00:00:00,Aotizhongxin,Aotizhongxin,2014-06,2014-08,night,night,53.0,211.0,158.0,53.0,44.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,24762,35667,2014-08-27 00:00:00,2015-04-28 00:00:00,Aotizhongxin,Aotizhongxin,2014-08,2015-04,night,night,211.0,54.0,157.0,44.0,46.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,3759,18770,2013-05-21 08:00:00,2014-04-17 11:00:00,Aotizhongxin,Aotizhongxin,2013-05,2014-04,morning,morning,235.0,78.0,157.0,79.0,70.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,7827,17120,2013-08-18 22:00:00,2014-03-13 20:00:00,Changping,Changping,2013-08,2014-03,evening,evening,29.0,186.0,157.0,19.0,17.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,44833,51852,2015-11-16 11:00:00,2016-04-16 06:00:00,Changping,Changping,2015-11,2016-04,morning,morning,64.0,221.0,157.0,64.0,66.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,54385,57670,2016-06-09 21:00:00,2016-08-19 21:00:00,Aotizhongxin,Aotizhongxin,2016-06,2016-08,evening,evening,200.0,44.0,156.0,51.0,44.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,13496,62182,2013-12-24 14:00:00,2016-11-26 12:00:00,Changping,Changping,2013-12,2016-11,afternoon,afternoon,202.0,358.0,156.0,192.0,195.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,24100,51754,2014-08-13 02:00:00,2016-04-14 05:00:00,Aotizhongxin,Aotizhongxin,2014-08,2016-04,night,night,23.0,179.0,156.0,23.0,33.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,3759,61056,2013-05-21 08:00:00,2016-11-02 10:00:00,Aotizhongxin,Aotizhongxin,2013-05,2016-11,morning,morning,235.0,79.0,156.0,79.0,74.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,41390,54385,2015-08-30 23:00:00,2016-06-09 21:00:00,Aotizhongxin,Aotizhongxin,2015-08,2016-06,evening,evening,44.0,200.0,156.0,44.0,51.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,35571,56206,2015-04-25 22:00:00,2016-07-18 20:00:00,Aotizhongxin,Aotizhongxin,2015-04,2016-07,evening,evening,256.0,100.0,156.0,96.0,100.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,15742,54385,2014-02-10 21:00:00,2016-06-09 21:00:00,Aotizhongxin,Aotizhongxin,2014-02,2016-06,evening,evening,44.0,200.0,156.0,42.0,51.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,54385,54991,2016-06-09 21:00:00,2016-06-22 21:00:00,Aotizhongxin,Aotizhongxin,2016-06,2016-06,evening,evening,200.0,44.0,156.0,51.0,44.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,35140,55416,2015-04-16 03:00:00,2016-07-02 01:00:00,Aotizhongxin,Aotizhongxin,2015-04,2016-07,night,night,219.0,63.0,156.0,30.0,31.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,10694,15243,2013-10-19 05:00:00,2014-01-31 03:00:00,Changping,Changping,2013-10,2014-01,night,night,19.0,174.0,155.0,114.0,124.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,10394,17120,2013-10-12 23:00:00,2014-03-13 20:00:00,Changping,Changping,2013-10,2014-03,evening,evening,31.0,186.0,155.0,23.0,17.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,51168,57730,2016-04-01 02:00:00,2016-08-21 04:00:00,Aotizhongxin,Aotizhongxin,2016-04,2016-08,night,night,205.0,50.0,155.0,58.0,50.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,2883,27406,2013-05-02 18:00:00,2014-10-24 18:00:00,Changping,Changping,2013-05,2014-10,evening,evening,119.0,274.0,155.0,273.0,274.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,17120,27835,2014-03-13 20:00:00,2014-11-02 22:00:00,Changping,Changping,2014-03,2014-11,evening,evening,186.0,31.0,155.0,17.0,14.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,38752,54385,2015-07-04 20:00:00,2016-06-09 21:00:00,Aotizhongxin,Aotizhongxin,2015-07,2016-06,evening,evening,45.0,200.0,155.0,45.0,51.0,,
"station, time_slot, PM2.5 -> PM10","station, time_slot, PM2.5",PM10,17120,38664,2014-03-13 20:00:00,2015-07-02 22:00:00,Changping,Changping,2014-03,2015-07,evening,evening,186.0,32.0,154.0,17.0,12.0,,
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,37059,52772,2015-05-28 03:00:00,2016-05-06 03:00:00,Changping,Changping,2015-05,2016-05,night,night,148.0,647.0,499.0,134.0,141.0,26.0,17.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,37057,52772,2015-05-28 02:00:00,2016-05-06 03:00:00,Changping,Changping,2015-05,2016-05,night,night,154.0,647.0,493.0,136.0,141.0,25.0,17.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,37065,52772,2015-05-28 06:00:00,2016-05-06 03:00:00,Changping,Changping,2015-05,2016-05,morning,night,156.0,647.0,491.0,141.0,141.0,23.0,17.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,10694,35261,2013-10-19 05:00:00,2015-04-18 16:00:00,Changping,Changping,2013-10,2015-04,night,afternoon,19.0,281.0,262.0,114.0,123.0,54.0,46.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,13825,23104,2013-12-31 12:00:00,2014-07-21 07:00:00,Aotizhongxin,Aotizhongxin,2013-12,2014-07,afternoon,morning,274.0,23.0,251.0,33.0,23.0,8.0,17.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,13825,54959,2013-12-31 12:00:00,2016-06-22 05:00:00,Aotizhongxin,Aotizhongxin,2013-12,2016-06,afternoon,night,274.0,34.0,240.0,33.0,34.0,8.0,18.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,13825,56914,2013-12-31 12:00:00,2016-08-03 15:00:00,Aotizhongxin,Aotizhongxin,2013-12,2016-08,afternoon,afternoon,274.0,35.0,239.0,33.0,35.0,8.0,14.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,34368,63561,2015-03-30 09:00:00,2016-12-25 15:00:00,Aotizhongxin,Aotizhongxin,2015-03,2016-12,morning,afternoon,373.0,136.0,237.0,140.0,133.0,104.0,105.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,13825,52793,2013-12-31 12:00:00,2016-05-06 14:00:00,Aotizhongxin,Aotizhongxin,2013-12,2016-05,afternoon,afternoon,274.0,39.0,235.0,33.0,39.0,8.0,10.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,34368,45804,2015-03-30 09:00:00,2015-12-07 07:00:00,Aotizhongxin,Aotizhongxin,2015-03,2015-12,morning,morning,373.0,139.0,234.0,140.0,139.0,104.0,95.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,28211,34353,2014-11-10 23:00:00,2015-03-30 01:00:00,Aotizhongxin,Aotizhongxin,2014-11,2015-03,evening,night,146.0,372.0,226.0,137.0,137.0,123.0,124.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,2883,32566,2013-05-02 18:00:00,2015-02-19 03:00:00,Changping,Changping,2013-05,2015-02,evening,night,119.0,344.0,225.0,273.0,274.0,40.0,47.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,38825,50019,2015-07-06 09:00:00,2016-03-06 16:00:00,Aotizhongxin,Aotizhongxin,2015-07,2016-03,morning,afternoon,113.0,335.0,222.0,113.0,123.0,62.0,63.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,6195,51538,2013-07-14 12:00:00,2016-04-08 22:00:00,Aotizhongxin,Aotizhongxin,2013-07,2016-04,afternoon,evening,26.0,239.0,213.0,74.0,76.0,36.0,37.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,13825,36632,2013-12-31 12:00:00,2015-05-18 12:00:00,Aotizhongxin,Aotizhongxin,2013-12,2015-05,afternoon,afternoon,274.0,64.0,210.0,33.0,27.0,8.0,11.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,49385,50019,2016-02-22 04:00:00,2016-03-06 16:00:00,Aotizhongxin,Aotizhongxin,2016-02,2016-03,night,afternoon,125.0,335.0,210.0,120.0,123.0,69.0,63.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,690,34139,2013-03-15 12:00:00,2015-03-25 05:00:00,Aotizhongxin,Aotizhongxin,2013-03,2015-03,afternoon,night,331.0,122.0,209.0,110.0,115.0,91.0,96.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,690,12373,2013-03-15 12:00:00,2013-11-30 01:00:00,Aotizhongxin,Aotizhongxin,2013-03,2013-11,afternoon,night,331.0,127.0,204.0,110.0,100.0,91.0,89.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,32639,50019,2015-02-20 17:00:00,2016-03-06 16:00:00,Aotizhongxin,Aotizhongxin,2015-02,2016-03,afternoon,afternoon,133.0,335.0,202.0,133.0,123.0,54.0,63.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,35140,59905,2015-04-16 03:00:00,2016-10-08 14:00:00,Aotizhongxin,Aotizhongxin,2015-04,2016-10,night,afternoon,219.0,20.0,199.0,30.0,20.0,7.0,11.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,24570,34353,2014-08-22 21:00:00,2015-03-30 01:00:00,Aotizhongxin,Aotizhongxin,2014-08,2015-03,evening,night,174.0,372.0,198.0,127.0,137.0,134.0,124.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,34693,35140,2015-04-06 11:00:00,2015-04-16 03:00:00,Aotizhongxin,Aotizhongxin,2015-04,2015-04,morning,night,22.0,219.0,197.0,22.0,30.0,11.0,7.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,15851,34394,2014-02-13 11:00:00,2015-03-30 22:00:00,Aotizhongxin,Aotizhongxin,2014-02,2015-03,morning,evening,163.0,360.0,197.0,179.0,180.0,78.0,74.0
"station, PM2.5, NO2 -> PM10","station, PM2.5, NO2",PM10,23104,35140,2014-07-21 07:00:00,2015-04-16 03:00:00,Aotizhongxin,Aotizhongxin,2014-07,2015-04,morning,night,23.0,219.0,196.0,23.0,30.0,17.0,7.0
