lhs,rhs,rule_label,lhs_length,total_pairs,antecedent_pairs,valid_pairs,violations,support,confidence,violation_rate,baseline_confidence,baseline_confidence_std,lift,window_start,window,rows,confidence_delta,lift_delta,abrupt_change
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,6,5,1,0.012096774193548387,0.8333333333333334,0.16666666666666663,0.6444444444444444,0.1862561623804468,1.2931034482758623,2013-11-01,month,32,-0.16666666666666663,0.2292736610418198,True
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,780,10,9,1,0.01282051282051282,0.9,0.09999999999999998,0.8333333333333333,0.14220486005134364,1.08,2013-12-01,month,40,0.06666666666666665,-0.21310344827586225,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,4,4,0,0.008064516129032258,1.0,0.0,0.875,0.17969882210706523,1.1428571428571428,2014-01-01,month,32,0.09999999999999998,0.06285714285714272,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,2,2,0,0.004032258064516129,1.0,0.0,0.9666666666666667,0.12472191289246472,1.0344827586206897,2014-02-01,month,32,0.0,-0.10837438423645307,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,1,1,0,0.0020161290322580645,1.0,0.0,0.6,0.4898979485566357,1.6666666666666667,2014-03-01,month,32,0.0,0.632183908045977,True
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,780,2,2,0,0.002564102564102564,1.0,0.0,0.7,0.33166247903553997,1.4285714285714286,2014-04-01,month,40,0.0,-0.23809523809523814,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,3,3,0,0.006048387096774193,1.0,0.0,0.711111111111111,0.28196838978776717,1.4062500000000002,2014-05-01,month,32,0.0,-0.02232142857142838,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,2,2,0,0.004032258064516129,1.0,0.0,0.7333333333333333,0.28087165910587863,1.3636363636363638,2014-06-01,month,32,0.0,-0.042613636363636465,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,780,1,1,0,0.001282051282051282,1.0,0.0,0.7666666666666667,0.42295258468165065,1.3043478260869565,2014-07-01,month,40,0.0,-0.059288537549407216,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,6,6,0,0.012096774193548387,1.0,0.0,0.7999999999999999,0.1575271875417536,1.25,2014-08-01,month,32,0.0,-0.05434782608695654,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,780,3,3,0,0.0038461538461538464,1.0,0.0,0.9333333333333333,0.13333333333333336,1.0714285714285714,2014-09-01,month,40,0.0,-0.1785714285714286,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,2,2,0,0.004032258064516129,1.0,0.0,0.7833333333333333,0.2793842435706701,1.2765957446808511,2014-10-01,month,32,0.0,0.20516717325227973,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,3,3,0,0.006048387096774193,1.0,0.0,0.8444444444444446,0.18724777273725246,1.1842105263157894,2014-11-01,month,32,0.0,-0.09238521836506175,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,630,14,12,2,0.022222222222222223,0.8571428571428571,0.1428571428571429,0.55,0.1153963887243108,1.5584415584415583,2014-12-01,month,36,-0.1428571428571429,0.3742310321257689,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,7,7,0,0.014112903225806451,1.0,0.0,1.0,0.0,1.0,2015-01-01,month,32,0.1428571428571429,-0.5584415584415583,True
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,10,9,1,0.020161290322580645,0.9,0.09999999999999998,0.7700000000000001,0.12688577540449522,1.1688311688311686,2015-02-01,month,32,-0.09999999999999998,0.16883116883116855,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,780,4,4,0,0.005128205128205128,1.0,0.0,0.7333333333333333,0.22298480267099424,1.3636363636363638,2015-03-01,month,40,0.09999999999999998,0.1948051948051952,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,2,2,0,0.004032258064516129,1.0,0.0,0.7166666666666667,0.33374973990834644,1.3953488372093024,2015-04-01,month,32,0.0,0.031712473572938604,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,5,4,1,0.010080645161290322,0.8,0.19999999999999996,0.6533333333333335,0.21249836600678967,1.224489795918367,2015-05-01,month,32,-0.19999999999999996,-0.17085904129093543,True
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,780,10,10,0,0.01282051282051282,1.0,0.0,0.7633333333333333,0.12775845264491204,1.3100436681222707,2015-06-01,month,40,0.19999999999999996,0.08555387220390376,True
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,4,4,0,0.008064516129032258,1.0,0.0,0.9083333333333333,0.1366768288904727,1.1009174311926606,2015-07-01,month,32,0.0,-0.20912623692961008,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,2,2,0,0.004032258064516129,1.0,0.0,1.0,0.0,1.0,2015-08-01,month,32,0.0,-0.10091743119266061,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,780,5,5,0,0.00641025641025641,1.0,0.0,0.8133333333333336,0.1927577639306795,1.229508196721311,2015-09-01,month,40,0.0,0.22950819672131106,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,4,3,1,0.008064516129032258,0.75,0.25,0.5833333333333334,0.23570226039551584,1.2857142857142856,2015-10-01,month,32,-0.25,0.05620608899297452,True
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,15,15,0,0.03024193548387097,1.0,0.0,0.9911111111111112,0.02266230894930126,1.0089686098654709,2015-11-01,month,32,0.25,-0.2767456758488147,True
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,780,5,5,0,0.00641025641025641,1.0,0.0,1.0,0.0,1.0,2015-12-01,month,40,0.0,-0.008968609865470878,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,15,12,3,0.03024193548387097,0.8,0.19999999999999996,0.6822222222222223,0.1384392722415335,1.1726384364820845,2016-01-01,month,32,-0.19999999999999996,0.17263843648208455,True
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,24,20,4,0.04838709677419355,0.8333333333333334,0.16666666666666663,0.6194444444444444,0.12206429190399906,1.3452914798206281,2016-02-01,month,32,0.033333333333333326,0.1726530433385436,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,780,1,1,0,0.001282051282051282,1.0,0.0,0.6666666666666666,0.4714045207910316,1.5,2016-03-01,month,40,0.16666666666666663,0.15470852017937187,True
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,3,3,0,0.006048387096774193,1.0,0.0,0.7222222222222222,0.21227747971714225,1.3846153846153846,2016-04-01,month,32,0.0,-0.11538461538461542,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,780,6,6,0,0.007692307692307693,1.0,0.0,0.688888888888889,0.1474055462380178,1.4516129032258063,2016-05-01,month,40,0.0,0.06699751861042169,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,2,2,0,0.004032258064516129,1.0,0.0,0.8,0.24494897427831783,1.25,2016-06-01,month,32,0.0,-0.20161290322580627,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,5,5,0,0.010080645161290322,1.0,0.0,0.8599999999999999,0.1724335620850342,1.1627906976744187,2016-07-01,month,32,0.0,-0.08720930232558133,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,780,12,12,0,0.015384615384615385,1.0,0.0,0.9777777777777777,0.036851386559504457,1.0227272727272727,2016-08-01,month,40,0.0,-0.14006342494714596,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,2,2,0,0.004032258064516129,1.0,0.0,0.9666666666666667,0.12472191289246472,1.0344827586206897,2016-09-01,month,32,0.0,0.011755485893417017,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,10,10,0,0.020161290322580645,1.0,0.0,0.92,0.09092121131323903,1.0869565217391304,2016-10-01,month,32,0.0,0.05247376311844065,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,780,12,12,0,0.015384615384615385,1.0,0.0,0.95,0.07934920476158722,1.0526315789473684,2016-11-01,month,40,0.0,-0.034324942791762014,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,5,5,0,0.010080645161290322,1.0,0.0,1.0,0.0,1.0,2016-12-01,month,32,0.0,-0.05263157894736836,False
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,780,4,3,1,0.005128205128205128,0.75,0.25,0.8583333333333333,0.17892425461319905,0.8737864077669903,2017-01-01,month,40,-0.25,-0.12621359223300965,True
"station, PM2.5, NO2, O3, TEMP",WSPM,"station, PM2.5, NO2, O3, TEMP -> WSPM",5,496,1,1,0,0.0020161290322580645,1.0,0.0,0.5333333333333333,0.49888765156985887,1.875,2017-02-01,month,32,0.25,1.0012135922330097,True
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,28,0,0,0,0.0,,,,,,2013-02-01,month,8,,,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,3,3,0,0.006048387096774193,1.0,0.0,0.8222222222222223,0.1872477727372524,1.216216216216216,2013-03-01,month,32,,,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,780,2,0,2,0.002564102564102564,0.0,1.0,0.5666666666666667,0.3590109871423003,0.0,2013-04-01,month,40,-1.0,-1.216216216216216,True
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,2,2,0,0.004032258064516129,1.0,0.0,0.6833333333333333,0.3023059524536176,1.4634146341463414,2013-05-01,month,32,1.0,1.4634146341463414,True
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,1,1,0,0.0020161290322580645,1.0,0.0,1.0,0.0,1.0,2013-06-01,month,32,0.0,-0.46341463414634143,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,780,2,2,0,0.002564102564102564,1.0,0.0,0.85,0.26299556396765833,1.1764705882352942,2013-07-01,month,40,0.0,0.17647058823529416,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,0,0,0,0.0,,,,,,2013-08-01,month,32,,,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,3,3,0,0.006048387096774193,1.0,0.0,1.0,0.0,1.0,2013-09-01,month,32,,,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,780,4,4,0,0.005128205128205128,1.0,0.0,0.9,0.12247448713915891,1.1111111111111112,2013-10-01,month,40,0.0,0.11111111111111116,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,7,6,1,0.014112903225806451,0.8571428571428571,0.1428571428571429,0.7000000000000001,0.18571428571428572,1.2244897959183672,2013-11-01,month,32,-0.1428571428571429,0.11337868480725599,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,780,6,6,0,0.007692307692307693,1.0,0.0,0.7944444444444444,0.15325682471259694,1.2587412587412588,2013-12-01,month,40,0.1428571428571429,0.0342514628228916,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,6,6,0,0.012096774193548387,1.0,0.0,0.8944444444444444,0.12533904636309418,1.1180124223602486,2014-01-01,month,32,0.0,-0.1407288363810102,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,2,2,0,0.004032258064516129,1.0,0.0,0.9833333333333333,0.08975274678557504,1.0169491525423728,2014-02-01,month,32,0.0,-0.10106326981787572,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,0,0,0,0.0,,,,,,2014-03-01,month,32,,,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,780,0,0,0,0.0,,,,,,2014-04-01,month,40,,,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,1,1,0,0.0020161290322580645,1.0,0.0,0.7333333333333333,0.4422166387140533,1.3636363636363638,2014-05-01,month,32,,,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,1,1,0,0.0020161290322580645,1.0,0.0,0.7666666666666667,0.4229525846816507,1.3043478260869565,2014-06-01,month,32,0.0,-0.059288537549407216,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,780,1,1,0,0.001282051282051282,1.0,0.0,0.8666666666666667,0.33993463423951903,1.1538461538461537,2014-07-01,month,40,0.0,-0.1505016722408028,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,5,5,0,0.010080645161290322,1.0,0.0,0.7533333333333336,0.16069294390925268,1.3274336283185835,2014-08-01,month,32,0.0,0.17358747447242973,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,780,0,0,0,0.0,,,,,,2014-09-01,month,40,,,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,3,3,0,0.006048387096774193,1.0,0.0,0.9,0.1527525231651947,1.1111111111111112,2014-10-01,month,32,,,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,2,2,0,0.004032258064516129,1.0,0.0,0.8333333333333334,0.26874192494328497,1.2,2014-11-01,month,32,0.0,0.0888888888888888,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,630,11,10,1,0.01746031746031746,0.9090909090909091,0.09090909090909094,0.5333333333333333,0.13632996217214538,1.7045454545454546,2014-12-01,month,36,-0.09090909090909094,0.5045454545454546,True
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,11,11,0,0.02217741935483871,1.0,0.0,1.0,0.0,1.0,2015-01-01,month,32,0.09090909090909094,-0.7045454545454546,True
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,7,7,0,0.014112903225806451,1.0,0.0,0.7857142857142859,0.15971914124998496,1.2727272727272725,2015-02-01,month,32,0.0,0.2727272727272725,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,780,3,3,0,0.0038461538461538464,1.0,0.0,0.7111111111111109,0.2819683897877671,1.4062500000000004,2015-03-01,month,40,0.0,0.13352272727272796,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,0,0,0,0.0,,,,,,2015-04-01,month,32,,,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,4,3,1,0.008064516129032258,0.75,0.25,0.6416666666666667,0.2556310275029661,1.1688311688311688,2015-05-01,month,32,,,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,780,8,8,0,0.010256410256410256,1.0,0.0,0.7666666666666667,0.15723301886761004,1.3043478260869565,2015-06-01,month,40,0.25,0.13551665725578776,True
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,6,6,0,0.012096774193548387,1.0,0.0,0.9055555555555554,0.11124991330278214,1.1042944785276074,2015-07-01,month,32,0.0,-0.20005334755934912,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,1,1,0,0.0020161290322580645,1.0,0.0,1.0,0.0,1.0,2015-08-01,month,32,0.0,-0.10429447852760743,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,780,7,7,0,0.008974358974358974,1.0,0.0,0.9047619047619048,0.11268723396380222,1.1052631578947367,2015-09-01,month,40,0.0,0.10526315789473673,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,3,3,0,0.006048387096774193,1.0,0.0,0.6333333333333333,0.27688746209726917,1.5789473684210527,2015-10-01,month,32,0.0,0.47368421052631593,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,15,15,0,0.03024193548387097,1.0,0.0,0.9888888888888889,0.02484519974999766,1.0112359550561798,2015-11-01,month,32,0.0,-0.5677114133648729,True
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,780,5,5,0,0.00641025641025641,1.0,0.0,1.0,0.0,1.0,2015-12-01,month,40,0.0,-0.011235955056179803,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,12,10,2,0.024193548387096774,0.8333333333333334,0.16666666666666663,0.7250000000000001,0.09658521472618728,1.1494252873563218,2016-01-01,month,32,-0.16666666666666663,0.14942528735632177,True
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,27,22,5,0.05443548387096774,0.8148148148148148,0.18518518518518523,0.6111111111111112,0.08958064164776165,1.3333333333333333,2016-02-01,month,32,-0.0185185185185186,0.1839080459770115,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,780,3,3,0,0.0038461538461538464,1.0,0.0,0.6555555555555556,0.23544022333796766,1.5254237288135593,2016-03-01,month,40,0.18518518518518523,0.192090395480226,True
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,2,2,0,0.004032258064516129,1.0,0.0,0.7333333333333333,0.28087165910587863,1.3636363636363638,2016-04-01,month,32,0.0,-0.1617873651771955,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,780,4,4,0,0.005128205128205128,1.0,0.0,0.725,0.2268442931469367,1.3793103448275863,2016-05-01,month,40,0.0,0.01567398119122254,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,3,3,0,0.006048387096774193,1.0,0.0,0.8666666666666667,0.16329931618554525,1.1538461538461537,2016-06-01,month,32,0.0,-0.22546419098143256,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,6,6,0,0.012096774193548387,1.0,0.0,0.7944444444444444,0.18096108305447034,1.2587412587412588,2016-07-01,month,32,0.0,0.104895104895105,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,780,11,11,0,0.014102564102564103,1.0,0.0,0.9666666666666668,0.05496471862793047,1.0344827586206895,2016-08-01,month,40,0.0,-0.22425850012056925,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,2,2,0,0.004032258064516129,1.0,0.0,0.9666666666666667,0.12472191289246472,1.0344827586206897,2016-09-01,month,32,0.0,2.220446049250313e-16,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,10,10,0,0.020161290322580645,1.0,0.0,0.88,0.11944315244779281,1.1363636363636365,2016-10-01,month,32,0.0,0.10188087774294674,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,780,8,8,0,0.010256410256410256,1.0,0.0,0.9291666666666667,0.06984606089266755,1.0762331838565022,2016-11-01,month,40,0.0,-0.060130452507134224,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,9,9,0,0.018145161290322582,1.0,0.0,0.9888888888888889,0.03333333333333334,1.0112359550561798,2016-12-01,month,32,0.0,-0.06499722880032244,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,780,6,6,0,0.007692307692307693,1.0,0.0,0.9222222222222223,0.11166528467912101,1.0843373493975903,2017-01-01,month,40,0.0,0.0731013943414105,False
"station, PM2.5, PM10, O3, TEMP",WSPM,"station, PM2.5, PM10, O3, TEMP -> WSPM",5,496,5,3,2,0.010080645161290322,0.6,0.4,0.6733333333333336,0.2096558025802185,0.8910891089108908,2017-02-01,month,32,-0.4,-0.19324824048669953,True
