datetime,station,hour,PM2.5,PM10,NO2,O3,TEMP,DEWP,WSPM,time_slot
2013-09-29 10:00:00,Aotizhongxin,10,176.0,211.0,96.0,9.0,17.0,14.6,1.4,morning
2013-09-29 10:00:00,Changping,10,245.0,253.0,96.2857,8.3538,17.9,14.2,0.6,morning
2013-09-29 11:00:00,Aotizhongxin,11,214.0,249.0,110.0,4.0,17.5,14.9,1.4,morning
2013-09-29 11:00:00,Changping,11,245.0,254.0,97.0,29.1312,18.0,14.3,0.2,morning
2013-09-29 12:00:00,Aotizhongxin,12,214.0,249.0,110.0,4.0,18.5,15.0,1.3,afternoon
2013-09-29 12:00:00,Changping,12,285.0,242.0,76.0,31.0,17.9,14.6,1.3,afternoon
2013-09-29 13:00:00,Aotizhongxin,13,226.0,230.0,103.0,14.0,19.1,14.8,2.0,afternoon
2013-09-29 13:00:00,Changping,13,284.0,215.0,76.0,31.0,18.0,14.9,1.0,afternoon
2013-09-29 14:00:00,Aotizhongxin,14,239.0,249.0,95.0,6.0,19.3,15.2,1.0,afternoon
2013-09-29 14:00:00,Changping,14,273.0,216.0,75.0,33.6294,18.7,14.8,0.8,afternoon
2013-09-29 15:00:00,Changping,15,280.0,222.0,98.0,22.0,18.9,15.0,1.0,afternoon
2013-09-29 16:00:00,Aotizhongxin,16,148.0,199.0,65.0,61.0,19.0,15.1,1.2,afternoon
2013-09-29 16:00:00,Changping,16,232.0,178.0,60.0,41.0,18.8,15.1,0.6,afternoon
2013-09-29 17:00:00,Aotizhongxin,17,180.0,191.0,71.0,52.0,18.2,15.1,1.1,afternoon
2013-09-29 17:00:00,Changping,17,189.0,131.0,53.0,38.0,18.6,15.3,0.4,afternoon
2013-09-29 18:00:00,Aotizhongxin,18,176.0,181.0,79.0,41.0,18.0,15.1,0.8,evening
2013-09-29 18:00:00,Changping,18,190.0,128.0,54.0,15.4224,18.3,15.5,0.0,evening
2013-09-29 19:00:00,Aotizhongxin,19,198.0,214.0,90.0,21.0,17.9,15.3,0.5,evening
2013-09-29 19:00:00,Changping,19,162.0,166.0,99.0,10.0,17.9,15.7,0.0,evening
2013-09-29 20:00:00,Aotizhongxin,20,198.0,214.0,90.0,21.0,17.6,15.2,0.6,evening
2013-09-29 20:00:00,Changping,20,162.0,166.0,99.0,10.0,17.9,15.9,0.0,evening
2013-09-29 21:00:00,Aotizhongxin,21,193.0,199.0,120.0,1.0,17.4,15.4,0.2,evening
2013-09-29 21:00:00,Changping,21,207.0,194.0,96.0,10.4958,17.9,16.1,0.8,evening
2013-09-29 22:00:00,Aotizhongxin,22,168.0,184.0,114.0,1.0,17.0,15.7,0.6,evening
2013-09-29 22:00:00,Changping,22,224.0,177.0,83.1465,10.2816,17.9,15.5,0.0,evening
2013-09-29 23:00:00,Aotizhongxin,23,182.0,189.0,116.0,1.0,16.9,15.4,0.4,evening
2013-09-29 23:00:00,Changping,23,193.0,177.0,65.0,13.0,17.9,15.3,0.0,evening
2013-09-30 00:00:00,Aotizhongxin,0,187.0,199.0,113.0,1.0,16.8,15.7,0.0,night
2013-09-30 00:00:00,Changping,0,141.0,83.0,32.0,21.0,17.9,15.7,0.0,night
2013-09-30 01:00:00,Aotizhongxin,1,188.0,220.0,105.0,1.0,16.4,15.4,0.2,night
2013-09-30 01:00:00,Changping,1,146.0,105.0,39.0,16.0,17.5,15.7,0.2,night
2013-09-30 02:00:00,Aotizhongxin,2,169.0,188.0,99.0,1.0,16.5,15.9,0.6,night
2013-09-30 02:00:00,Changping,2,164.0,135.0,60.3582,10.71,17.7,15.9,0.0,night
2013-09-30 03:00:00,Aotizhongxin,3,215.0,226.0,104.0,1.0,16.4,15.8,0.4,night
2013-09-30 03:00:00,Changping,3,148.0,131.0,48.6561,16.7076,17.7,16.0,1.6,night
2013-09-30 04:00:00,Aotizhongxin,4,208.0,225.0,105.0,1.0,16.7,16.2,0.6,night
2013-09-30 04:00:00,Changping,4,138.0,107.0,41.8812,18.207,17.9,16.1,1.0,night
2013-09-30 05:00:00,Aotizhongxin,5,175.0,181.0,97.0,1.0,17.0,16.4,0.5,night
2013-09-30 05:00:00,Changping,5,131.0,106.0,50.0932,14.7798,17.7,16.2,0.9,night
2013-09-30 06:00:00,Aotizhongxin,6,153.0,161.0,87.0,1.0,17.2,16.6,0.0,morning
2013-09-30 06:00:00,Changping,6,105.0,106.0,63.0,11.0,17.8,16.5,1.7,morning
2013-09-30 07:00:00,Aotizhongxin,7,116.0,105.0,75.0,1.0,17.6,17.0,0.4,morning
2013-09-30 07:00:00,Changping,7,105.0,106.0,64.0,10.0,17.9,16.6,1.4,morning
2013-09-30 08:00:00,Aotizhongxin,8,87.0,96.0,72.0,1.0,18.3,16.8,0.7,morning
2013-09-30 08:00:00,Changping,8,116.0,94.0,58.0999,9.8532,18.0,16.7,1.5,morning
2013-09-30 09:00:00,Aotizhongxin,9,101.0,128.0,70.0,1.0,19.3,17.1,0.6,morning
2013-09-30 09:00:00,Changping,9,112.0,99.0,56.8681,9.2106,18.5,16.8,2.2,morning
2013-09-30 10:00:00,Aotizhongxin,10,130.0,136.0,79.0,1.0,19.7,16.9,1.3,morning
2013-09-30 10:00:00,Changping,10,117.0,102.0,56.2522,7.7112,18.8,16.8,1.4,morning
2013-09-30 11:00:00,Aotizhongxin,11,131.0,145.0,89.0,3.0,20.3,16.5,1.4,morning
2013-09-30 11:00:00,Changping,11,98.0,106.0,59.0,4.0,19.1,16.7,2.0,morning
2013-09-30 12:00:00,Aotizhongxin,12,146.0,128.0,83.0,21.0,21.1,17.1,1.3,afternoon
2013-09-30 12:00:00,Changping,12,105.0,106.0,60.5635,9.4248,20.0,16.8,1.8,afternoon
2013-09-30 13:00:00,Aotizhongxin,13,141.0,104.0,68.0,44.0,21.2,17.0,1.2,afternoon
2013-09-30 13:00:00,Changping,13,129.0,135.0,61.7953,18.4212,20.3,16.7,1.7,afternoon
2013-09-30 14:00:00,Aotizhongxin,14,110.0,116.0,56.0,64.0,21.3,17.3,1.1,afternoon
2013-09-30 14:00:00,Changping,14,139.0,110.0,59.1264,25.9182,20.9,16.7,0.9,afternoon
2013-09-30 15:00:00,Aotizhongxin,15,128.0,131.0,75.0,42.0,20.7,17.1,0.9,afternoon
2013-09-30 15:00:00,Changping,15,134.0,114.0,65.2854,32.5584,20.9,16.7,0.0,afternoon
2013-09-30 16:00:00,Aotizhongxin,16,110.0,116.0,56.0,64.0,19.9,16.9,0.6,afternoon
2013-09-30 16:00:00,Changping,16,167.0,140.0,75.3451,37.6992,20.1,16.7,0.9,afternoon
2013-09-30 17:00:00,Aotizhongxin,17,106.0,127.0,77.0,48.0,18.6,16.7,0.0,afternoon
2013-09-30 17:00:00,Changping,17,176.0,153.0,74.3186,23.7762,19.6,16.4,0.0,afternoon
2013-09-30 18:00:00,Aotizhongxin,18,102.0,123.0,86.0,36.0,17.7,16.6,0.0,evening
2013-09-30 18:00:00,Changping,18,156.0,113.0,60.0,15.0,19.2,16.6,0.0,evening
2013-09-30 19:00:00,Aotizhongxin,19,165.0,191.0,117.0,1.0,17.3,16.5,0.1,evening
2013-09-30 19:00:00,Changping,19,147.0,105.0,59.0,15.0,18.8,16.4,0.0,evening
2013-09-30 20:00:00,Aotizhongxin,20,174.0,201.0,113.0,1.0,17.1,16.5,0.5,evening
2013-09-30 20:00:00,Changping,20,147.0,110.0,59.0,11.3526,18.4,16.6,0.2,evening
2013-09-30 21:00:00,Aotizhongxin,21,188.0,206.0,124.0,1.0,17.2,16.7,0.0,evening
2013-09-30 21:00:00,Changping,21,152.0,111.0,55.0,12.2094,17.8,16.5,0.0,evening
2013-09-30 22:00:00,Aotizhongxin,22,225.0,232.0,127.0,1.0,17.4,16.9,0.1,evening
2013-09-30 22:00:00,Changping,22,149.0,102.0,47.0,4.9266,17.5,16.4,0.0,evening
2013-09-30 23:00:00,Aotizhongxin,23,230.0,248.0,123.0,1.0,17.5,17.0,0.7,evening
2013-09-30 23:00:00,Changping,23,149.0,166.0,64.0,2.0,17.9,16.6,0.0,evening
2013-10-01 00:00:00,Aotizhongxin,0,219.0,241.0,115.0,1.0,17.5,16.9,1.2,night
2013-10-01 00:00:00,Changping,0,149.0,166.0,64.0,1.4994,17.8,16.5,0.0,night
2013-10-01 01:00:00,Aotizhongxin,1,240.0,264.0,104.0,1.0,17.5,16.7,1.0,night
2013-10-01 01:00:00,Changping,1,152.0,112.0,47.219,2.3562,18.0,16.7,0.2,night
2013-10-01 02:00:00,Aotizhongxin,2,194.0,215.0,86.0,1.0,17.6,16.8,1.1,night
2013-10-01 02:00:00,Changping,2,153.0,112.0,48.0,2.7846,17.7,16.6,0.4,night
2013-10-01 03:00:00,Aotizhongxin,3,171.0,189.0,80.0,1.0,17.6,16.8,1.2,night
2013-10-01 03:00:00,Changping,3,123.0,135.0,49.0,1.9278,17.7,16.4,0.4,night
2013-10-01 04:00:00,Aotizhongxin,4,147.0,161.0,76.0,1.0,17.5,16.9,0.7,night
2013-10-01 04:00:00,Changping,4,174.0,135.0,47.0,0.4284,17.9,16.6,0.2,night
2013-10-01 05:00:00,Aotizhongxin,5,131.0,145.0,71.0,1.0,17.5,17.0,0.7,night
2013-10-01 06:00:00,Aotizhongxin,6,123.0,130.0,71.0,1.0,17.4,17.1,0.9,morning
2013-10-01 06:00:00,Changping,6,143.0,146.0,43.5236,1.071,17.4,16.8,1.7,morning
2013-10-01 07:00:00,Aotizhongxin,7,97.0,106.0,63.0,1.0,17.7,17.4,1.1,morning
2013-10-01 07:00:00,Changping,7,144.0,146.0,44.0,1.2852,17.4,13.9,0.8,morning
2013-10-01 08:00:00,Aotizhongxin,8,108.0,112.0,63.0,1.0,17.3,17.0,0.8,morning
2013-10-01 08:00:00,Changping,8,89.0,99.0,35.0,24.0,17.3,14.9,1.1,morning
2013-10-01 09:00:00,Aotizhongxin,9,92.0,112.0,62.0,4.0,17.1,16.8,0.5,morning
2013-10-01 09:00:00,Changping,9,89.0,89.0,35.0,32.9868,18.5,14.8,0.0,morning
2013-10-01 10:00:00,Aotizhongxin,10,40.0,7.0,45.0,26.0,16.9,16.6,0.6,morning
2013-10-01 10:00:00,Changping,10,27.0,4.0,37.7752,23.1336,19.7,14.9,0.7,morning
2013-10-01 11:00:00,Aotizhongxin,11,19.0,3.0,63.0,11.781,18.0,16.3,1.2,morning
2013-10-01 11:00:00,Changping,11,20.0,20.0,24.4307,44.7678,21.5,14.4,1.1,morning
2013-10-01 12:00:00,Aotizhongxin,12,5.0,12.0,50.0,24.2046,20.2,16.2,1.7,afternoon
2013-10-01 12:00:00,Changping,12,20.0,6.0,25.0,63.6174,23.0,12.9,1.3,afternoon
2013-10-01 13:00:00,Aotizhongxin,13,22.0,12.0,31.0,44.0,22.1,14.7,1.4,afternoon
2013-10-01 13:00:00,Changping,13,11.0,6.0,12.0,83.9664,23.0,14.0,2.1,afternoon
2013-10-01 14:00:00,Aotizhongxin,14,16.0,16.0,19.0,64.4742,22.1,13.2,1.7,afternoon
2013-10-01 14:00:00,Changping,14,4.0,6.0,5.0,89.3214,22.0,13.6,1.4,afternoon
2013-10-01 15:00:00,Aotizhongxin,15,3.0,6.0,17.0,68.7582,22.3,13.6,1.2,afternoon
2013-10-01 15:00:00,Changping,15,14.0,15.0,6.159,91.2492,21.4,13.6,1.7,afternoon
2013-10-01 16:00:00,Aotizhongxin,16,3.0,10.0,23.0,62.7606,20.1,15.1,0.5,afternoon
2013-10-01 16:00:00,Changping,16,12.0,12.0,8.8279,87.1794,21.3,13.2,2.2,afternoon
2013-10-01 17:00:00,Aotizhongxin,17,8.0,19.0,29.0,56.3346,17.8,14.3,0.0,afternoon
2013-10-01 17:00:00,Changping,17,10.0,3.0,12.1127,82.0386,19.6,13.3,0.8,afternoon
2013-10-01 18:00:00,Aotizhongxin,18,12.0,18.0,42.0,37.485,15.2,13.6,0.0,evening
2013-10-01 18:00:00,Changping,18,11.0,12.0,17.6558,70.4718,17.1,14.0,1.4,evening
2013-10-01 19:00:00,Aotizhongxin,19,21.0,51.0,72.0,4.9266,14.6,14.0,0.6,evening
2013-10-01 19:00:00,Changping,19,12.0,13.0,18.0,55.0494,15.7,11.9,1.2,evening
2013-10-01 20:00:00,Changping,20,3.0,13.0,27.0,10.2816,15.1,9.9,0.7,evening
2013-10-01 21:00:00,Aotizhongxin,21,37.0,74.0,76.0,1.0,13.8,13.5,0.4,evening
2013-10-01 21:00:00,Changping,21,28.0,37.0,58.0,17.9928,13.7,9.1,0.9,evening
2013-10-01 22:00:00,Aotizhongxin,22,41.0,57.0,73.0,1.0,13.4,13.2,0.6,evening
2013-10-01 22:00:00,Changping,22,19.0,6.0,41.0,26.5608,13.0,9.6,0.1,evening
2013-10-01 23:00:00,Aotizhongxin,23,40.0,46.0,60.0,3.0,13.5,13.2,0.6,evening
2013-10-01 23:00:00,Changping,23,14.0,6.0,32.0,13.2804,11.6,9.2,0.7,evening
2013-10-02 00:00:00,Aotizhongxin,0,38.0,49.0,66.0,1.0,12.3,12.1,0.1,night
2013-10-02 00:00:00,Changping,0,14.0,39.0,38.0,4.284,12.0,9.0,0.4,night
2013-10-02 01:00:00,Aotizhongxin,1,33.0,36.0,58.0,1.0,11.6,11.4,0.1,night
2013-10-02 01:00:00,Changping,1,18.0,20.0,43.0,4.7124,15.0,-0.4,3.2,night
2013-10-02 02:00:00,Aotizhongxin,2,33.0,43.0,55.0,1.0,10.5,10.3,0.5,night
2013-10-02 02:00:00,Changping,2,27.0,66.0,46.0,23.3478,14.9,0.7,4.1,night
2013-10-02 03:00:00,Aotizhongxin,3,24.0,43.0,51.0,1.0,12.4,3.9,2.3,night
2013-10-02 04:00:00,Aotizhongxin,4,8.0,13.0,51.0,10.0,14.6,2.1,1.6,night
2013-10-02 04:00:00,Changping,4,3.0,6.0,25.0,39.1986,13.3,2.8,0.0,night
2013-10-02 05:00:00,Aotizhongxin,5,3.0,6.0,25.0,34.0,14.8,1.7,2.6,night
2013-10-02 05:00:00,Changping,5,7.0,18.0,34.0,36.8424,11.2,2.7,0.7,night
2013-10-02 06:00:00,Aotizhongxin,6,6.0,15.0,24.0,39.0,14.9,2.4,2.3,morning
2013-10-02 06:00:00,Changping,6,5.0,19.0,34.0,19.278,12.0,2.7,2.1,morning
2013-10-02 07:00:00,Aotizhongxin,7,11.0,20.0,32.0,29.0,16.5,4.8,1.2,morning
2013-10-02 07:00:00,Changping,7,12.0,25.0,53.378,11.1384,15.7,2.8,1.9,morning
2013-10-02 08:00:00,Aotizhongxin,8,8.0,16.0,36.0,25.0,18.5,4.3,1.5,morning
2013-10-02 08:00:00,Changping,8,12.0,25.0,40.4441,21.2058,17.7,0.8,1.1,morning
2013-10-02 09:00:00,Aotizhongxin,9,7.0,11.0,24.0,41.0,19.4,0.4,3.0,morning
2013-10-02 09:00:00,Changping,9,13.0,26.0,41.0,38.1276,19.3,-0.2,2.6,morning
2013-10-02 10:00:00,Aotizhongxin,10,4.0,14.0,19.0,50.0,20.7,1.5,1.8,morning
2013-10-02 10:00:00,Changping,10,3.0,7.0,27.0,50.1228,20.6,-0.1,3.6,morning
2013-10-02 11:00:00,Aotizhongxin,11,4.0,6.0,15.0,56.0,22.0,1.6,1.7,morning
2013-10-02 12:00:00,Aotizhongxin,12,7.0,15.0,17.0,61.0,22.8,1.2,1.1,afternoon
2013-10-02 12:00:00,Changping,12,3.0,6.0,13.0,64.0,22.9,-0.6,0.7,afternoon
2013-10-02 13:00:00,Aotizhongxin,13,6.0,12.0,17.0,66.0,23.7,2.5,0.9,afternoon
2013-10-02 13:00:00,Changping,13,3.0,6.0,13.0,65.7594,23.9,-0.4,0.6,afternoon
2013-10-02 14:00:00,Aotizhongxin,14,9.0,9.0,15.0,73.0,23.7,3.0,1.9,afternoon
2013-10-02 14:00:00,Changping,14,3.0,6.0,14.0,72.1854,24.2,-0.2,1.6,afternoon
2013-10-02 15:00:00,Aotizhongxin,15,10.0,13.0,21.0,74.0,23.0,4.0,2.2,afternoon
2013-10-02 15:00:00,Changping,15,7.0,6.0,14.1657,75.3984,23.8,1.4,1.8,afternoon
2013-10-02 16:00:00,Aotizhongxin,16,11.0,23.0,26.0,71.0,21.7,4.7,2.5,afternoon
2013-10-02 16:00:00,Changping,16,16.0,19.0,13.7551,83.7522,22.6,3.2,1.7,afternoon
2013-10-02 17:00:00,Aotizhongxin,17,9.0,36.0,29.0,98.0,19.8,4.7,2.3,afternoon
2013-10-02 17:00:00,Changping,17,17.0,19.0,14.0,94.0338,20.7,4.3,1.9,afternoon
2013-10-02 18:00:00,Aotizhongxin,18,14.0,51.0,37.0,72.0,19.0,4.0,2.6,evening
2013-10-02 18:00:00,Changping,18,11.0,33.0,23.0,86.5368,18.7,5.5,0.8,evening
2013-10-02 19:00:00,Aotizhongxin,19,18.0,48.0,47.0,59.0,18.5,4.6,2.8,evening
2013-10-02 19:00:00,Changping,19,19.0,55.0,52.9674,44.5536,16.6,5.8,2.0,evening
2013-10-02 20:00:00,Aotizhongxin,20,22.0,48.0,60.0,37.0,17.2,6.1,1.2,evening
2013-10-02 20:00:00,Changping,20,27.0,59.0,60.9741,30.2022,15.2,6.5,1.7,evening
2013-10-02 21:00:00,Aotizhongxin,21,23.0,56.0,61.0,34.0,12.8,7.7,0.0,evening
2013-10-02 21:00:00,Changping,21,19.0,38.0,36.3381,47.124,13.2,6.8,0.6,evening
2013-10-02 22:00:00,Aotizhongxin,22,32.0,68.0,66.0,27.0,11.1,8.0,0.5,evening
2013-10-02 22:00:00,Changping,22,19.0,30.0,48.6561,27.846,12.6,6.4,1.0,evening
2013-10-02 23:00:00,Aotizhongxin,23,33.0,70.0,83.0,4.0,10.9,8.1,0.9,evening
2013-10-02 23:00:00,Changping,23,18.0,24.0,51.325,20.5632,11.9,6.2,0.7,evening
2013-10-03 00:00:00,Aotizhongxin,0,29.0,86.0,85.0,1.0,10.8,8.0,1.1,night
2013-10-03 00:00:00,Changping,0,20.0,24.0,32.2321,33.8436,11.2,6.1,0.6,night
2013-10-03 01:00:00,Aotizhongxin,1,43.0,123.0,82.0,1.0,9.9,7.8,0.6,night
2013-10-03 01:00:00,Changping,1,21.0,25.0,33.0,37.6992,10.7,6.1,1.8,night
2013-10-03 02:00:00,Aotizhongxin,2,47.0,102.0,74.0,1.0,9.7,8.0,0.9,night
2013-10-03 02:00:00,Changping,2,15.0,19.0,26.0,19.0638,10.3,5.7,1.2,night
2013-10-03 03:00:00,Aotizhongxin,3,58.0,88.0,70.0,1.0,9.3,7.7,1.3,night
2013-10-03 03:00:00,Changping,3,14.0,26.0,42.0,20.349,9.5,5.9,0.6,night
2013-10-03 04:00:00,Aotizhongxin,4,44.0,62.0,65.0,1.0,9.2,8.0,0.6,night
2013-10-03 04:00:00,Changping,4,14.0,17.0,35.1063,16.9218,9.5,5.7,1.1,night
2013-10-03 05:00:00,Aotizhongxin,5,26.0,52.0,60.0,1.0,8.8,7.7,1.1,night
2013-10-03 05:00:00,Changping,5,13.0,16.0,30.795,19.0638,9.2,5.6,0.7,night
2013-10-03 06:00:00,Aotizhongxin,6,23.0,35.0,49.0,3.0,9.2,8.3,0.6,morning
2013-10-03 06:00:00,Changping,6,13.0,16.0,31.0,23.7762,9.4,6.1,0.7,morning
2013-10-03 07:00:00,Aotizhongxin,7,22.0,52.0,51.0,1.0,13.2,8.5,2.0,morning
2013-10-03 07:00:00,Changping,7,14.0,27.0,24.0,8.9964,12.5,7.0,0.0,morning
2013-10-03 08:00:00,Aotizhongxin,8,33.0,67.0,52.0,1.0,15.4,8.8,1.7,morning
2013-10-03 08:00:00,Changping,8,37.0,81.0,45.7819,2.3562,14.8,7.1,1.1,morning
2013-10-03 09:00:00,Aotizhongxin,9,37.0,81.0,54.0,7.0,16.7,8.4,1.0,morning
2013-10-03 09:00:00,Changping,9,38.0,81.0,46.0,8.1396,17.4,7.2,1.8,morning
2013-10-03 10:00:00,Aotizhongxin,10,61.0,116.0,65.0,12.0,18.2,9.8,1.5,morning
2013-10-03 10:00:00,Changping,10,34.0,60.0,46.0,20.1348,18.3,7.7,1.2,morning
2013-10-03 11:00:00,Aotizhongxin,11,84.0,130.0,67.0,25.0,19.4,9.6,2.7,morning
2013-10-03 11:00:00,Changping,11,33.0,71.0,47.0,32.9868,19.3,8.0,2.0,morning
2013-10-03 12:00:00,Aotizhongxin,12,94.0,138.0,66.0,49.0,20.3,10.1,1.3,afternoon
2013-10-03 12:00:00,Changping,12,85.0,120.0,58.3052,53.1216,20.2,9.1,2.8,afternoon
2013-10-03 13:00:00,Aotizhongxin,13,100.0,144.0,66.0,60.0,21.1,10.3,1.1,afternoon
2013-10-03 13:00:00,Changping,13,86.0,120.0,59.0,67.473,20.6,9.5,2.7,afternoon
2013-10-03 14:00:00,Aotizhongxin,14,101.0,137.0,62.0,69.0,21.7,10.5,1.4,afternoon
2013-10-03 14:00:00,Changping,14,89.0,116.0,58.0,89.3214,20.7,9.3,1.6,afternoon
2013-10-03 15:00:00,Aotizhongxin,15,91.0,120.0,57.0,79.0,21.6,12.4,1.4,afternoon
2013-10-03 15:00:00,Changping,15,93.0,119.0,54.0,93.8196,20.2,9.7,1.9,afternoon
2013-10-03 16:00:00,Aotizhongxin,16,89.0,117.0,60.0,81.0,20.3,13.7,0.0,afternoon
2013-10-03 16:00:00,Changping,16,109.0,151.0,57.0734,97.2468,19.9,10.6,0.7,afternoon
2013-10-03 17:00:00,Aotizhongxin,17,79.0,101.0,59.0,73.0,17.1,13.2,0.0,afternoon
2013-10-03 17:00:00,Changping,17,98.0,134.0,52.3515,93.3912,18.7,11.3,0.0,afternoon
2013-10-03 18:00:00,Aotizhongxin,18,69.0,79.0,72.0,48.0,15.1,13.0,1.0,evening
2013-10-03 18:00:00,Changping,18,90.0,118.0,52.7621,75.1842,16.4,11.5,1.0,evening
2013-10-03 19:00:00,Aotizhongxin,19,55.0,104.0,62.0,46.0,17.3,14.4,1.7,evening
2013-10-03 19:00:00,Changping,19,94.0,120.0,73.0,44.0,16.8,12.1,0.9,evening
2013-10-03 20:00:00,Aotizhongxin,20,52.0,81.0,52.0,49.0,17.0,14.3,1.4,evening
2013-10-03 20:00:00,Changping,20,94.0,120.0,73.0,8.3538,17.4,13.1,3.2,evening
2013-10-03 21:00:00,Aotizhongxin,21,49.0,78.0,68.0,23.0,16.2,13.9,0.8,evening
2013-10-03 21:00:00,Changping,21,105.0,141.0,98.0,45.6246,17.0,12.9,2.0,evening
2013-10-03 22:00:00,Aotizhongxin,22,50.0,66.0,56.0,29.0,15.7,13.5,1.3,evening
2013-10-03 22:00:00,Changping,22,69.0,99.0,50.0,59.7618,16.5,12.3,2.1,evening
2013-10-03 23:00:00,Aotizhongxin,23,39.0,42.0,47.0,31.0,15.9,12.6,0.8,evening
2013-10-03 23:00:00,Changping,23,29.0,36.0,34.2851,47.5524,16.1,11.7,2.1,evening
2013-10-04 00:00:00,Aotizhongxin,0,37.0,48.0,48.0,27.0,15.8,12.5,0.9,night
2013-10-04 00:00:00,Changping,0,29.0,36.0,35.0,49.0518,16.0,11.4,0.6,night
2013-10-04 01:00:00,Aotizhongxin,1,41.0,46.0,46.0,27.0,15.5,11.7,0.8,night
2013-10-04 01:00:00,Changping,1,20.0,34.0,29.0,49.0,15.8,11.2,0.9,night
2013-10-04 02:00:00,Aotizhongxin,2,45.0,63.0,57.0,13.0,15.2,12.0,0.9,night
2013-10-04 02:00:00,Changping,2,20.0,34.0,29.0,40.9122,15.7,11.3,0.8,night
2013-10-04 03:00:00,Aotizhongxin,3,56.0,73.0,58.0,10.0,14.8,11.9,1.1,night
2013-10-04 03:00:00,Changping,3,43.0,49.0,40.0,33.0,15.5,11.5,0.0,night
2013-10-04 04:00:00,Aotizhongxin,4,57.0,75.0,71.0,1.0,14.2,12.2,0.5,night
2013-10-04 04:00:00,Changping,4,43.0,49.0,40.0,17.3502,14.9,12.2,0.6,night
2013-10-04 05:00:00,Aotizhongxin,5,63.0,81.0,71.0,1.0,13.6,12.3,0.0,night
2013-10-04 05:00:00,Changping,5,43.0,55.0,63.4377,3.213,14.5,12.4,0.0,night
2013-10-04 06:00:00,Aotizhongxin,6,68.0,105.0,66.0,1.0,13.7,12.8,0.4,morning
2013-10-04 06:00:00,Changping,6,56.0,83.0,50.2985,3.213,14.5,12.4,1.3,morning
2013-10-04 07:00:00,Aotizhongxin,7,68.0,86.0,64.0,1.0,15.0,12.7,1.0,morning
2013-10-04 07:00:00,Changping,7,56.0,83.0,51.0,4.7124,15.2,12.3,0.4,morning
2013-10-04 08:00:00,Aotizhongxin,8,73.0,96.0,63.0,2.0,16.8,12.5,1.2,morning
2013-10-04 08:00:00,Changping,8,61.0,93.0,51.0,5.0,16.3,12.3,0.0,morning
2013-10-04 09:00:00,Aotizhongxin,9,82.0,110.0,69.0,6.0,18.0,12.9,1.1,morning
2013-10-04 09:00:00,Changping,9,70.0,104.0,51.5303,8.568,17.0,12.3,0.5,morning
2013-10-04 10:00:00,Aotizhongxin,10,97.0,131.0,70.0,18.0,19.1,12.6,1.1,morning
2013-10-04 10:00:00,Changping,10,71.0,104.0,52.0,25.704,18.3,12.7,1.2,morning
2013-10-04 11:00:00,Aotizhongxin,11,118.0,159.0,76.0,33.0,20.3,13.0,0.8,morning
2013-10-04 11:00:00,Changping,11,92.0,118.0,48.0,55.0494,19.6,12.6,1.4,morning
2013-10-04 12:00:00,Aotizhongxin,12,146.0,187.0,80.0,51.0,21.5,12.9,1.7,afternoon
2013-10-04 12:00:00,Changping,12,121.0,138.0,41.0,72.0,20.5,13.0,0.8,afternoon
2013-10-04 13:00:00,Aotizhongxin,13,150.0,184.0,94.0,48.0,22.0,13.1,2.3,afternoon
2013-10-04 13:00:00,Changping,13,121.0,138.0,41.0,82.8954,21.2,12.9,1.4,afternoon
2013-10-04 14:00:00,Aotizhongxin,14,166.0,206.0,108.0,60.0,22.1,13.2,2.7,afternoon
2013-10-04 14:00:00,Changping,14,138.0,160.0,51.325,94.4622,21.2,12.6,1.7,afternoon
2013-10-04 15:00:00,Aotizhongxin,15,187.0,235.0,99.0,97.0,22.1,14.0,1.4,afternoon
2013-10-04 15:00:00,Changping,15,180.0,208.0,66.1066,98.3178,21.1,12.8,1.3,afternoon
2013-10-04 16:00:00,Aotizhongxin,16,190.0,224.0,82.0,124.0,20.8,14.7,1.0,afternoon
2013-10-04 16:00:00,Changping,16,181.0,218.0,66.5172,103.887,20.3,12.8,1.8,afternoon
2013-10-04 17:00:00,Aotizhongxin,17,184.0,210.0,81.0,123.0,18.5,14.8,0.0,afternoon
2013-10-04 17:00:00,Changping,17,195.0,235.0,74.1133,92.7486,19.6,13.1,0.9,afternoon
2013-10-04 18:00:00,Aotizhongxin,18,188.0,231.0,99.0,84.0,16.5,14.7,0.2,evening
2013-10-04 18:00:00,Changping,18,216.0,250.0,79.0,80.0,18.0,13.7,1.6,evening
2013-10-04 19:00:00,Aotizhongxin,19,198.0,257.0,152.0,17.0,16.6,14.2,0.7,evening
2013-10-04 19:00:00,Changping,19,216.0,250.0,79.0,57.834,17.0,13.3,1.2,evening
2013-10-04 20:00:00,Aotizhongxin,20,217.0,281.0,166.0,1.0,16.2,14.2,0.6,evening
2013-10-04 20:00:00,Changping,20,212.0,232.0,83.1465,41.3406,16.3,13.4,0.7,evening
2013-10-04 21:00:00,Aotizhongxin,21,255.0,285.0,167.0,1.0,15.5,14.0,0.0,evening
2013-10-04 21:00:00,Changping,21,213.0,232.0,84.0,24.2046,15.8,13.3,0.7,evening
2013-10-04 22:00:00,Aotizhongxin,22,340.0,366.0,164.0,1.0,14.8,14.0,0.6,evening
2013-10-04 22:00:00,Changping,22,217.0,223.0,93.0009,13.4946,15.7,13.4,0.7,evening
