datetime,station,hour,PM2.5,PM10,NO2,O3,TEMP,DEWP,WSPM,time_slot,source_index
2013-09-20 11:00:00,Changping,11,3.0,6.0,27.0,89.0,27.4,9.7,1.5,morning,898
2013-09-20 14:00:00,Changping,14,3.0,13.0,27.0,109.0,27.1,9.0,1.0,afternoon,904
2013-09-20 15:00:00,Aotizhongxin,15,8.0,11.0,17.0,81.0,25.8,13.3,0.5,afternoon,905
2013-09-20 16:00:00,Changping,16,10.0,14.0,23.0,110.0,26.2,8.7,0.8,afternoon,908
2013-09-20 17:00:00,Aotizhongxin,17,14.0,21.0,38.0,73.0,21.7,16.4,0.0,afternoon,909
2013-09-20 18:00:00,Aotizhongxin,18,14.0,36.0,39.0,56.0,20.3,16.1,0.0,evening,911
2013-09-20 21:00:00,Changping,21,17.0,24.0,43.0,38.0,20.5,13.7,0.0,evening,918
2013-09-21 01:00:00,Aotizhongxin,1,36.0,98.0,76.0,1.0,19.6,14.8,0.4,night,925
2013-09-21 02:00:00,Aotizhongxin,2,46.0,108.0,73.0,1.0,19.6,14.4,1.5,night,927
2013-09-21 03:00:00,Changping,3,15.0,25.0,41.0,32.0,18.9,13.1,1.0,night,930
2013-09-21 04:00:00,Changping,4,7.0,22.0,45.0,28.0,19.1,13.1,0.6,night,932
2013-09-21 07:00:00,Changping,7,19.0,54.0,59.0,12.0,19.9,13.8,0.0,morning,938
2013-09-21 08:00:00,Aotizhongxin,8,27.0,51.0,49.0,1.0,22.6,15.2,1.6,morning,939
2013-09-21 08:00:00,Changping,8,22.0,38.0,44.0,22.0,22.0,13.4,0.8,morning,940
2013-09-21 09:00:00,Aotizhongxin,9,27.0,43.0,42.0,7.0,24.3,15.2,1.2,morning,941
2013-09-21 09:00:00,Changping,9,20.0,43.0,31.0,48.0,24.9,13.4,0.1,morning,942
2013-09-21 10:00:00,Aotizhongxin,10,34.0,86.0,44.0,22.0,25.8,16.1,1.2,morning,943
2013-09-21 10:00:00,Changping,10,29.0,48.0,32.0,78.0,25.8,14.3,0.6,morning,944
2013-09-21 11:00:00,Changping,11,33.0,69.0,43.0,84.0,26.7,15.4,0.9,morning,946
2013-09-21 12:00:00,Aotizhongxin,12,45.0,61.0,58.0,64.0,28.0,14.3,3.1,afternoon,947
2013-09-21 15:00:00,Aotizhongxin,15,33.0,36.0,37.0,145.0,28.1,14.3,2.4,afternoon,953
2013-09-21 16:00:00,Aotizhongxin,16,38.0,89.0,36.0,161.0,26.9,14.3,2.2,afternoon,955
2013-09-21 18:00:00,Changping,18,29.0,58.0,41.0,164.0,25.0,14.5,1.0,evening,960
2013-09-21 19:00:00,Aotizhongxin,19,67.0,147.0,45.0,130.0,22.2,14.6,2.3,evening,961
2013-09-22 01:00:00,Aotizhongxin,1,30.0,73.0,65.0,20.0,18.8,16.8,0.0,night,973
2013-09-22 01:00:00,Changping,1,59.0,70.0,30.0,70.0,18.8,16.4,0.9,night,974
2013-09-22 02:00:00,Changping,2,57.0,69.0,32.0,60.0,18.8,16.4,1.0,night,976
2013-09-22 03:00:00,Aotizhongxin,3,36.0,66.0,84.0,1.0,19.0,17.3,1.0,night,977
2013-09-22 03:00:00,Changping,3,63.0,78.0,41.0,48.0,19.0,16.2,0.2,night,978
2013-09-22 04:00:00,Aotizhongxin,4,43.0,48.0,83.0,1.0,18.9,17.2,0.5,night,979
2013-09-22 06:00:00,Changping,6,65.0,87.0,77.0,7.0,19.2,17.0,1.1,morning,983
2013-09-22 09:00:00,Changping,9,79.0,99.0,71.0,3.0,20.1,16.7,1.6,morning,989
2013-09-22 10:00:00,Changping,10,91.0,125.0,62.0,16.0,20.1,16.9,0.8,morning,991
2013-09-22 14:00:00,Aotizhongxin,14,96.0,144.0,99.0,2.0,22.3,16.6,0.5,afternoon,997
2013-09-22 15:00:00,Aotizhongxin,15,104.0,132.0,94.0,14.0,21.6,16.5,1.2,afternoon,999
2013-09-22 16:00:00,Aotizhongxin,16,93.0,105.0,94.0,24.0,21.3,17.5,0.9,afternoon,1001
2013-09-22 18:00:00,Aotizhongxin,18,91.0,119.0,117.0,1.0,20.1,16.5,0.8,evening,1005
2013-09-22 19:00:00,Changping,19,110.0,157.0,106.0,6.0,20.6,16.0,0.1,evening,1008
2013-09-22 22:00:00,Changping,22,52.0,58.0,43.0,35.0,20.0,16.4,1.3,evening,1014
2013-09-23 01:00:00,Aotizhongxin,1,138.0,194.0,89.0,1.0,19.8,18.1,0.5,night,1019
2013-09-23 04:00:00,Aotizhongxin,4,109.0,200.0,67.0,1.0,17.0,15.7,2.7,night,1025
2013-09-23 05:00:00,Aotizhongxin,5,74.0,74.0,46.0,6.0,15.8,13.1,2.3,night,1027
2013-09-23 06:00:00,Changping,6,7.0,7.0,26.0,43.0,15.4,12.2,1.2,morning,1030
2013-09-23 07:00:00,Changping,7,3.0,9.0,25.0,41.0,16.7,7.6,1.1,morning,1032
2013-09-23 08:00:00,Changping,8,8.0,9.0,31.0,38.0,16.2,6.3,2.1,morning,1034
2013-09-23 09:00:00,Changping,9,3.0,22.0,40.0,27.0,16.2,7.9,1.7,morning,1036
2013-09-23 10:00:00,Aotizhongxin,10,13.0,13.0,32.0,18.0,16.1,8.6,2.7,morning,1037
2013-09-23 11:00:00,Aotizhongxin,11,12.0,6.0,31.0,18.0,14.7,8.6,3.7,morning,1039
2013-09-23 11:00:00,Changping,11,10.0,20.0,48.0,14.0,15.7,8.0,2.8,morning,1040
2013-09-23 12:00:00,Aotizhongxin,12,9.0,26.0,25.0,13.0,15.9,7.6,2.6,afternoon,1041
2013-09-23 13:00:00,Aotizhongxin,13,7.0,26.0,23.0,14.0,16.5,7.2,3.1,afternoon,1043
2013-09-23 15:00:00,Aotizhongxin,15,7.0,10.0,23.0,13.0,17.0,5.9,1.8,afternoon,1047
2013-09-23 18:00:00,Changping,18,8.0,16.0,39.0,17.0,14.9,7.2,1.0,evening,1054
2013-09-23 21:00:00,Changping,21,10.0,16.0,33.0,16.0,12.0,6.7,3.0,evening,1060
2013-09-23 22:00:00,Changping,22,10.0,16.0,32.0,16.0,11.6,6.5,1.3,evening,1062
2013-09-24 03:00:00,Aotizhongxin,3,13.0,22.0,42.0,1.0,10.4,5.8,0.9,night,1071
2013-09-24 03:00:00,Changping,3,3.0,6.0,38.0,22.0,12.3,2.7,1.6,night,1072
2013-09-24 04:00:00,Changping,4,3.0,15.0,45.0,15.0,11.8,3.3,0.9,night,1074
2013-09-24 06:00:00,Changping,6,3.0,9.0,35.0,22.0,12.0,3.5,0.6,morning,1078
2013-09-24 08:00:00,Changping,8,9.0,24.0,45.0,12.0,14.9,4.0,1.8,morning,1082
2013-09-24 09:00:00,Changping,9,12.0,19.0,39.0,20.0,17.0,2.2,1.8,morning,1084
2013-09-24 11:00:00,Changping,11,3.0,8.0,29.0,40.0,18.9,0.9,2.9,morning,1088
2013-09-24 13:00:00,Aotizhongxin,13,4.0,11.0,15.0,51.0,21.6,2.3,1.3,afternoon,1091
2013-09-24 14:00:00,Aotizhongxin,14,3.0,6.0,14.0,57.0,22.3,0.7,2.8,afternoon,1093
2013-09-24 18:00:00,Changping,18,7.0,38.0,71.0,26.0,17.0,1.0,1.5,evening,1102
2013-09-24 19:00:00,Changping,19,14.0,40.0,78.0,17.0,14.4,2.6,0.7,evening,1104
2013-09-24 20:00:00,Changping,20,11.0,31.0,52.0,28.0,15.8,-1.8,1.0,evening,1106
2013-09-24 23:00:00,Aotizhongxin,23,22.0,30.0,72.0,1.0,11.3,2.6,0.6,evening,1111
2013-09-24 23:00:00,Changping,23,5.0,17.0,38.0,45.0,16.1,-4.5,2.8,evening,1112
2013-09-25 00:00:00,Aotizhongxin,0,15.0,30.0,66.0,1.0,9.2,3.4,0.4,night,1113
2013-09-25 02:00:00,Aotizhongxin,2,3.0,6.0,40.0,24.0,7.0,4.0,0.5,night,1117
2013-09-25 03:00:00,Aotizhongxin,3,3.0,29.0,59.0,2.0,7.4,5.9,0.5,night,1119
2013-09-25 06:00:00,Changping,6,12.0,25.0,35.0,26.0,12.4,-1.9,2.3,morning,1126
2013-09-25 07:00:00,Aotizhongxin,7,12.0,44.0,61.0,1.0,13.0,4.9,0.9,morning,1127
2013-09-25 09:00:00,Changping,9,8.0,32.0,24.0,40.0,20.0,-0.1,1.7,morning,1132
2013-09-25 10:00:00,Aotizhongxin,10,14.0,49.0,52.0,12.0,21.4,2.6,0.8,morning,1133
2013-09-25 13:00:00,Changping,13,3.0,15.0,18.0,66.0,24.9,-3.5,3.3,afternoon,1140
2013-09-25 16:00:00,Aotizhongxin,16,11.0,46.0,25.0,73.0,22.7,3.2,3.4,afternoon,1145
2013-09-25 16:00:00,Changping,16,6.0,36.0,26.0,65.0,25.1,-0.9,1.4,afternoon,1146
2013-09-25 17:00:00,Aotizhongxin,17,10.0,62.0,29.0,67.0,20.8,3.0,2.7,afternoon,1147
2013-09-25 17:00:00,Changping,17,12.0,33.0,30.0,62.0,22.6,-0.2,1.2,afternoon,1148
2013-09-25 19:00:00,Changping,19,20.0,95.0,73.0,16.0,16.9,3.6,1.3,evening,1152
2013-09-25 20:00:00,Changping,20,20.0,95.0,73.0,16.0,16.5,2.5,1.1,evening,1154
2013-09-26 00:00:00,Changping,0,11.0,26.0,18.0,36.0,11.3,3.6,0.8,night,1162
2013-09-26 07:00:00,Aotizhongxin,7,16.0,26.0,47.0,1.0,14.0,7.1,1.1,morning,1175
2013-09-26 09:00:00,Aotizhongxin,9,19.0,61.0,42.0,7.0,19.0,6.5,1.2,morning,1179
2013-09-26 09:00:00,Changping,9,40.0,126.0,52.0,5.0,18.1,6.6,0.0,morning,1180
2013-09-26 10:00:00,Aotizhongxin,10,23.0,95.0,48.0,11.0,20.7,2.5,1.1,morning,1181
2013-09-26 12:00:00,Aotizhongxin,12,45.0,56.0,70.0,35.0,23.5,5.8,2.5,afternoon,1185
2013-09-26 13:00:00,Aotizhongxin,13,52.0,99.0,79.0,40.0,24.7,6.0,1.4,afternoon,1187
2013-09-26 16:00:00,Aotizhongxin,16,62.0,103.0,63.0,115.0,23.4,6.6,2.8,afternoon,1193
2013-09-26 18:00:00,Aotizhongxin,18,42.0,89.0,64.0,76.0,16.5,10.8,0.0,evening,1197
2013-09-26 21:00:00,Aotizhongxin,21,72.0,157.0,126.0,1.0,13.8,10.4,0.9,evening,1203
2013-09-26 22:00:00,Aotizhongxin,22,79.0,148.0,119.0,1.0,14.1,10.5,1.0,evening,1205
2013-09-26 22:00:00,Changping,22,58.0,86.0,65.0,41.3406,14.0,8.6,1.0,evening,1206
2013-09-27 00:00:00,Aotizhongxin,0,117.0,235.0,120.0,1.0,12.9,9.9,1.0,night,1209
2013-09-27 00:00:00,Changping,0,59.0,81.0,54.0,36.0,12.5,8.6,1.4,night,1210
2013-09-27 02:00:00,Changping,2,62.0,80.0,50.0,34.7004,12.2,8.3,1.1,night,1214
2013-09-27 03:00:00,Changping,3,61.0,73.0,39.0,35.0,12.0,8.1,1.0,night,1216
2013-09-27 04:00:00,Aotizhongxin,4,61.0,88.0,81.0,1.0,10.0,9.4,0.5,night,1217
2013-09-27 05:00:00,Aotizhongxin,5,65.0,119.0,72.0,1.0,10.0,9.7,0.7,night,1219
2013-09-27 06:00:00,Changping,6,60.0,73.0,53.0,11.0,11.0,8.4,1.0,morning,1222
2013-09-27 07:00:00,Aotizhongxin,7,76.0,116.0,67.0,1.0,13.3,11.0,1.2,morning,1223
2013-09-27 08:00:00,Aotizhongxin,8,80.0,131.0,62.0,1.0,16.4,10.7,1.9,morning,1225
2013-09-27 09:00:00,Changping,9,83.0,141.0,70.0,7.497,18.9,9.4,0.4,morning,1228
2013-09-27 14:00:00,Changping,14,143.0,166.0,78.0,128.0,23.8,11.5,1.5,afternoon,1238
2013-09-27 15:00:00,Changping,15,144.0,167.0,78.0,138.3732,23.1,12.1,1.8,afternoon,1240
2013-09-27 16:00:00,Aotizhongxin,16,223.0,266.0,64.0,214.0,22.7,11.7,1.5,afternoon,1241
2013-09-27 16:00:00,Changping,16,171.0,213.0,102.65,144.1566,22.3,11.1,2.0,afternoon,1242
2013-09-27 19:00:00,Aotizhongxin,19,238.0,281.0,83.0,169.0,16.0,13.7,0.0,evening,1247
2013-09-27 21:00:00,Changping,21,257.0,250.0,68.0,106.0,16.1,12.5,0.2,evening,1252
2013-09-27 23:00:00,Aotizhongxin,23,263.0,280.0,98.0,84.0,14.2,12.8,1.5,evening,1255
2013-09-28 00:00:00,Aotizhongxin,0,234.0,240.0,83.0,50.0,14.2,12.2,0.6,night,1257
2013-09-28 00:00:00,Changping,0,254.0,262.0,155.0,4.0,14.2,11.9,0.0,night,1258
2013-09-28 06:00:00,Aotizhongxin,6,212.0,231.0,83.0,2.0,12.7,12.5,0.8,morning,1269
2013-09-28 10:00:00,Aotizhongxin,10,265.0,330.0,108.0,1.0,17.3,12.2,1.4,morning,1277
2013-09-28 10:00:00,Changping,10,279.0,293.0,60.0,38.0,17.7,11.5,1.7,morning,1278
2013-09-28 12:00:00,Aotizhongxin,12,283.0,292.0,106.0,34.0,19.3,12.6,2.0,afternoon,1281
2013-09-28 12:00:00,Changping,12,252.0,272.0,51.0,79.0,18.9,11.9,1.8,afternoon,1282
2013-09-28 13:00:00,Aotizhongxin,13,290.0,308.0,88.0,67.0,20.1,12.8,0.6,afternoon,1283
2013-09-28 14:00:00,Aotizhongxin,14,262.0,262.0,68.0,101.0,20.2,12.7,1.3,afternoon,1285
2013-09-28 17:00:00,Aotizhongxin,17,226.0,244.0,58.0,138.0,17.0,13.7,0.0,afternoon,1291
2013-09-28 20:00:00,Aotizhongxin,20,284.0,305.0,136.1139,15.2082,14.5,13.4,0.7,evening,1297
2013-09-28 22:00:00,Changping,22,278.0,226.0,39.2123,66.8304,15.2,12.7,0.0,evening,1302
2013-09-29 00:00:00,Changping,0,278.0,218.0,58.0999,47.124,14.5,12.5,0.4,night,1306
2013-09-29 01:00:00,Aotizhongxin,1,321.0,344.0,122.0,1.0,14.0,12.9,0.6,night,1307
2013-09-29 05:00:00,Changping,5,279.0,228.0,103.0,5.0,16.3,14.0,0.4,night,1316
2013-09-29 06:00:00,Changping,6,273.0,215.0,99.0,5.0,16.3,14.1,0.0,morning,1318
2013-09-29 07:00:00,Aotizhongxin,7,243.0,203.0,96.0,5.0,16.2,14.4,0.6,morning,1319
2013-09-29 07:00:00,Changping,7,273.0,201.0,99.0,9.4248,16.8,14.3,0.6,morning,1320
2013-09-29 09:00:00,Aotizhongxin,9,204.0,161.0,80.0,16.0,17.0,14.6,0.7,morning,1323
2013-09-29 11:00:00,Changping,11,245.0,254.0,97.0,29.1312,18.0,14.3,0.2,morning,1328
2013-09-29 18:00:00,Aotizhongxin,18,176.0,181.0,79.0,41.0,18.0,15.1,0.8,evening,1340
2013-09-29 18:00:00,Changping,18,190.0,128.0,54.0,15.4224,18.3,15.5,0.0,evening,1341
2013-09-29 19:00:00,Aotizhongxin,19,198.0,214.0,90.0,21.0,17.9,15.3,0.5,evening,1342
2013-09-29 20:00:00,Aotizhongxin,20,198.0,214.0,90.0,21.0,17.6,15.2,0.6,evening,1344
2013-09-30 02:00:00,Changping,2,164.0,135.0,60.3582,10.71,17.7,15.9,0.0,night,1357
2013-09-30 08:00:00,Changping,8,116.0,94.0,58.0999,9.8532,18.0,16.7,1.5,morning,1369
2013-09-30 09:00:00,Aotizhongxin,9,101.0,128.0,70.0,1.0,19.3,17.1,0.6,morning,1370
2013-09-30 09:00:00,Changping,9,112.0,99.0,56.8681,9.2106,18.5,16.8,2.2,morning,1371
2013-09-30 10:00:00,Changping,10,117.0,102.0,56.2522,7.7112,18.8,16.8,1.4,morning,1373
2013-09-30 11:00:00,Aotizhongxin,11,131.0,145.0,89.0,3.0,20.3,16.5,1.4,morning,1374
2013-09-30 11:00:00,Changping,11,98.0,106.0,59.0,4.0,19.1,16.7,2.0,morning,1375
2013-09-30 16:00:00,Aotizhongxin,16,110.0,116.0,56.0,64.0,19.9,16.9,0.6,afternoon,1384
2013-09-30 17:00:00,Changping,17,176.0,153.0,74.3186,23.7762,19.6,16.4,0.0,afternoon,1387
2013-09-30 21:00:00,Aotizhongxin,21,188.0,206.0,124.0,1.0,17.2,16.7,0.0,evening,1394
2013-09-30 23:00:00,Aotizhongxin,23,230.0,248.0,123.0,1.0,17.5,17.0,0.7,evening,1398
2013-09-30 23:00:00,Changping,23,149.0,166.0,64.0,2.0,17.9,16.6,0.0,evening,1399
2013-10-01 01:00:00,Changping,1,152.0,112.0,47.219,2.3562,18.0,16.7,0.2,night,1403
2013-10-01 03:00:00,Changping,3,123.0,135.0,49.0,1.9278,17.7,16.4,0.4,night,1407
2013-10-01 09:00:00,Changping,9,89.0,89.0,35.0,32.9868,18.5,14.8,0.0,morning,1418
2013-10-01 11:00:00,Aotizhongxin,11,19.0,3.0,63.0,11.781,18.0,16.3,1.2,morning,1421
2013-10-01 14:00:00,Changping,14,4.0,6.0,5.0,89.3214,22.0,13.6,1.4,afternoon,1428
2013-10-01 16:00:00,Changping,16,12.0,12.0,8.8279,87.1794,21.3,13.2,2.2,afternoon,1432
2013-10-01 19:00:00,Aotizhongxin,19,21.0,51.0,72.0,4.9266,14.6,14.0,0.6,evening,1437
2013-10-01 22:00:00,Aotizhongxin,22,41.0,57.0,73.0,1.0,13.4,13.2,0.6,evening,1442
2013-10-02 05:00:00,Aotizhongxin,5,3.0,6.0,25.0,34.0,14.8,1.7,2.6,night,1455
2013-10-02 05:00:00,Changping,5,7.0,18.0,34.0,36.8424,11.2,2.7,0.7,night,1456
2013-10-02 10:00:00,Aotizhongxin,10,4.0,14.0,19.0,50.0,20.7,1.5,1.8,morning,1465
2013-10-02 11:00:00,Aotizhongxin,11,4.0,6.0,15.0,56.0,22.0,1.6,1.7,morning,1467
2013-10-02 14:00:00,Changping,14,3.0,6.0,14.0,72.1854,24.2,-0.2,1.6,afternoon,1473
2013-10-02 15:00:00,Aotizhongxin,15,10.0,13.0,21.0,74.0,23.0,4.0,2.2,afternoon,1474
2013-10-02 16:00:00,Changping,16,16.0,19.0,13.7551,83.7522,22.6,3.2,1.7,afternoon,1477
2013-10-02 17:00:00,Aotizhongxin,17,9.0,36.0,29.0,98.0,19.8,4.7,2.3,afternoon,1478
2013-10-02 23:00:00,Changping,23,18.0,24.0,51.325,20.5632,11.9,6.2,0.7,evening,1491
2013-10-03 00:00:00,Aotizhongxin,0,29.0,86.0,85.0,1.0,10.8,8.0,1.1,night,1492
2013-10-03 01:00:00,Aotizhongxin,1,43.0,123.0,82.0,1.0,9.9,7.8,0.6,night,1494
2013-10-03 04:00:00,Aotizhongxin,4,44.0,62.0,65.0,1.0,9.2,8.0,0.6,night,1500
2013-10-03 04:00:00,Changping,4,14.0,17.0,35.1063,16.9218,9.5,5.7,1.1,night,1501
2013-10-03 05:00:00,Changping,5,13.0,16.0,30.795,19.0638,9.2,5.6,0.7,night,1503
2013-10-03 06:00:00,Aotizhongxin,6,23.0,35.0,49.0,3.0,9.2,8.3,0.6,morning,1504
2013-10-03 07:00:00,Changping,7,14.0,27.0,24.0,8.9964,12.5,7.0,0.0,morning,1507
2013-10-03 09:00:00,Aotizhongxin,9,37.0,81.0,54.0,7.0,16.7,8.4,1.0,morning,1510
2013-10-03 09:00:00,Changping,9,38.0,81.0,46.0,8.1396,17.4,7.2,1.8,morning,1511
2013-10-03 10:00:00,Aotizhongxin,10,61.0,116.0,65.0,12.0,18.2,9.8,1.5,morning,1512
2013-10-03 11:00:00,Changping,11,33.0,71.0,47.0,32.9868,19.3,8.0,2.0,morning,1515
2013-10-03 12:00:00,Aotizhongxin,12,94.0,138.0,66.0,49.0,20.3,10.1,1.3,afternoon,1516
2013-10-03 17:00:00,Aotizhongxin,17,79.0,101.0,59.0,73.0,17.1,13.2,0.0,afternoon,1526
2013-10-03 18:00:00,Changping,18,90.0,118.0,52.7621,75.1842,16.4,11.5,1.0,evening,1529
2013-10-03 22:00:00,Changping,22,69.0,99.0,50.0,59.7618,16.5,12.3,2.1,evening,1537
2013-10-04 00:00:00,Changping,0,29.0,36.0,35.0,49.0518,16.0,11.4,0.6,night,1541
2013-10-04 02:00:00,Aotizhongxin,2,45.0,63.0,57.0,13.0,15.2,12.0,0.9,night,1544
2013-10-04 03:00:00,Aotizhongxin,3,56.0,73.0,58.0,10.0,14.8,11.9,1.1,night,1546
2013-10-04 03:00:00,Changping,3,43.0,49.0,40.0,33.0,15.5,11.5,0.0,night,1547
2013-10-04 04:00:00,Changping,4,43.0,49.0,40.0,17.3502,14.9,12.2,0.6,night,1549
2013-10-04 06:00:00,Changping,6,56.0,83.0,50.2985,3.213,14.5,12.4,1.3,morning,1553
2013-10-04 07:00:00,Aotizhongxin,7,68.0,86.0,64.0,1.0,15.0,12.7,1.0,morning,1554
2013-10-04 08:00:00,Aotizhongxin,8,73.0,96.0,63.0,2.0,16.8,12.5,1.2,morning,1556
2013-10-04 10:00:00,Aotizhongxin,10,97.0,131.0,70.0,18.0,19.1,12.6,1.1,morning,1560
2013-10-04 11:00:00,Aotizhongxin,11,118.0,159.0,76.0,33.0,20.3,13.0,0.8,morning,1562
2013-10-04 11:00:00,Changping,11,92.0,118.0,48.0,55.0494,19.6,12.6,1.4,morning,1563
2013-10-04 19:00:00,Aotizhongxin,19,198.0,257.0,152.0,17.0,16.6,14.2,0.7,evening,1578
2013-10-04 20:00:00,Changping,20,212.0,232.0,83.1465,41.3406,16.3,13.4,0.7,evening,1581
2013-10-04 22:00:00,Changping,22,217.0,223.0,93.0009,13.4946,15.7,13.4,0.7,evening,1585
2013-10-05 00:00:00,Changping,0,221.0,229.0,66.0,36.414,15.1,13.3,1.0,night,1589
2013-10-05 02:00:00,Changping,2,216.0,222.0,68.7755,9.4248,14.7,13.2,0.8,night,1593
2013-10-05 04:00:00,Aotizhongxin,4,246.0,256.0,98.0,1.0,13.9,13.4,1.0,night,1596
2013-10-05 04:00:00,Changping,4,244.0,253.0,48.0,37.0,14.0,12.7,1.2,night,1597
2013-10-05 05:00:00,Aotizhongxin,5,258.0,268.0,96.0,1.0,13.7,13.4,1.0,night,1598
2013-10-05 05:00:00,Changping,5,244.0,253.0,48.0,32.7726,13.6,12.5,0.0,night,1599
2013-10-05 06:00:00,Aotizhongxin,6,235.0,266.0,92.0,1.0,13.8,13.5,0.8,morning,1600
2013-10-05 07:00:00,Aotizhongxin,7,239.0,257.0,87.0,1.0,14.8,14.5,1.2,morning,1602
2013-10-05 09:00:00,Aotizhongxin,9,267.0,294.0,78.0,6.0,18.3,13.8,1.3,morning,1606
2013-10-05 09:00:00,Changping,9,315.0,282.0,51.0,33.0,19.2,13.6,0.2,morning,1607
2013-10-05 13:00:00,Changping,13,278.0,264.0,54.0,76.8978,22.1,12.9,2.2,afternoon,1615
2013-10-05 14:00:00,Aotizhongxin,14,311.0,313.0,90.0,104.0,23.3,14.0,1.1,afternoon,1616
2013-10-05 16:00:00,Aotizhongxin,16,261.0,283.0,82.0,129.0,21.1,16.1,0.1,afternoon,1620
2013-10-05 17:00:00,Changping,17,268.0,299.0,52.0,79.0398,20.2,14.6,0.2,afternoon,1623
2013-10-05 18:00:00,Aotizhongxin,18,266.0,272.0,111.0,86.0,16.8,15.1,0.0,evening,1624
2013-10-05 22:00:00,Changping,22,265.0,285.0,48.4508,42.6258,16.3,14.0,0.8,evening,1633
2013-10-06 00:00:00,Changping,0,267.0,269.0,51.0,17.3502,14.6,13.3,1.0,night,1637
2013-10-06 02:00:00,Aotizhongxin,2,313.0,328.0,133.0,1.0,13.3,13.0,0.6,night,1640
2013-10-06 02:00:00,Changping,2,281.0,243.0,68.3649,11.1384,14.1,13.1,2.0,night,1641
2013-10-06 08:00:00,Changping,8,227.0,203.0,40.0,14.3514,17.0,14.5,0.6,morning,1653
2013-10-06 09:00:00,Aotizhongxin,9,261.0,287.0,90.0,1.0,16.5,15.0,1.4,morning,1654
2013-10-06 10:00:00,Changping,10,242.0,248.0,52.5568,16.4934,18.2,14.7,1.8,morning,1657
2013-10-06 11:00:00,Aotizhongxin,11,203.0,258.0,81.0,5.0,19.5,15.6,1.4,morning,1658
2013-10-06 12:00:00,Aotizhongxin,12,174.0,116.0,74.0,16.0,20.1,15.5,2.2,afternoon,1660
2013-10-06 13:00:00,Aotizhongxin,13,163.0,133.0,75.0,12.0,20.1,15.5,1.0,afternoon,1662
2013-10-06 14:00:00,Aotizhongxin,14,158.0,120.0,65.0,38.0,20.6,15.2,0.9,afternoon,1664
2013-10-06 18:00:00,Aotizhongxin,18,188.0,190.0,100.0,31.0,16.6,15.1,0.5,evening,1672
2013-10-06 20:00:00,Changping,20,147.0,162.0,50.0,22.9194,16.4,14.1,0.7,evening,1677
2013-10-06 22:00:00,Changping,22,145.0,151.0,45.0,18.207,15.3,13.8,1.3,evening,1681
2013-10-07 01:00:00,Changping,1,142.0,148.0,48.0,10.4958,14.5,13.5,0.0,night,1687
2013-10-07 05:00:00,Changping,5,127.0,135.0,45.7819,17.9928,15.6,12.5,0.2,night,1695
2013-10-07 06:00:00,Aotizhongxin,6,164.0,137.0,75.0,4.0,13.4,13.4,0.6,morning,1696
2013-10-07 07:00:00,Changping,7,123.0,124.0,53.5833,16.4934,19.0,7.1,1.8,morning,1699
2013-10-07 08:00:00,Changping,8,123.0,125.0,54.0,20.9916,20.4,7.4,2.7,morning,1701
2013-10-07 09:00:00,Changping,9,83.0,6.0,47.0,23.1336,21.8,3.0,3.5,morning,1703
2013-10-07 10:00:00,Aotizhongxin,10,25.0,28.0,31.0,27.0,23.2,4.7,3.2,morning,1704
2013-10-07 11:00:00,Aotizhongxin,11,28.0,30.0,29.0,37.0,24.1,4.9,2.6,morning,1706
2013-10-07 12:00:00,Changping,12,28.0,33.0,28.742,31.9158,25.4,2.7,2.3,afternoon,1709
2013-10-07 14:00:00,Changping,14,9.0,12.0,26.0,38.7702,26.4,3.0,2.1,afternoon,1713
2013-10-07 15:00:00,Aotizhongxin,15,3.0,21.0,19.0,67.0,24.9,7.1,1.5,afternoon,1714
2013-10-07 16:00:00,Aotizhongxin,16,3.0,11.0,23.0,62.0,23.3,4.7,1.5,afternoon,1716
2013-10-07 18:00:00,Aotizhongxin,18,20.0,36.0,63.0,28.0,17.6,10.7,0.0,evening,1720
2013-10-07 22:00:00,Aotizhongxin,22,71.0,207.0,87.0,20.0,19.4,11.7,1.3,evening,1728
2013-10-07 23:00:00,Aotizhongxin,23,71.0,116.0,60.0,46.0,18.5,12.9,0.6,evening,1730
2013-10-07 23:00:00,Changping,23,26.0,74.0,40.4441,17.136,18.5,8.2,3.1,evening,1731
2013-10-08 00:00:00,Changping,0,59.0,94.0,39.4176,28.2744,16.7,10.1,1.8,night,1733
2013-10-08 01:00:00,Changping,1,23.0,39.0,33.4639,27.846,16.2,10.1,1.3,night,1735
2013-10-08 02:00:00,Changping,2,21.0,27.0,28.9473,26.775,15.9,10.2,1.7,night,1737
2013-10-08 04:00:00,Aotizhongxin,4,28.0,57.0,39.0,15.0,14.2,11.0,0.5,night,1740
2013-10-08 05:00:00,Changping,5,8.0,13.0,28.0,23.3478,14.7,10.3,0.0,night,1743
2013-10-08 06:00:00,Aotizhongxin,6,63.0,111.0,73.0,3.0,13.6,11.1,0.0,morning,1744
2013-10-08 10:00:00,Changping,10,41.0,54.0,37.3646,14.5656,19.3,9.5,1.3,morning,1753
2013-10-08 12:00:00,Changping,12,44.0,56.0,40.0,25.704,21.3,5.6,1.9,afternoon,1757
2013-10-08 13:00:00,Aotizhongxin,13,51.0,90.0,39.0,58.0,21.5,9.4,3.4,afternoon,1758
2013-10-08 14:00:00,Aotizhongxin,14,54.0,79.0,37.0,68.0,21.6,9.8,3.7,afternoon,1760
