datetime,week_start,station,time_slot,PM2.5,PM10,NO2,O3,TEMP,WSPM,source_rows,source_index
2013-10-08,2013-10-08,Changping,morning,39.5,70.5,53.5,9.0,15.75,0.9,42,262
2013-10-08,2013-10-08,Changping,night,50.5,71.5,51.5,12.5,13.8,0.9,42,263
2013-10-15,2013-10-15,Aotizhongxin,afternoon,32.0,62.0,52.8943,44.0,17.35,1.8,42,264
2013-10-15,2013-10-15,Aotizhongxin,evening,65.0,119.5,90.0,2.5,10.2,0.6,36,265
2013-10-15,2013-10-15,Aotizhongxin,morning,41.0,59.0,58.0,1.0,12.5,1.4,37,266
2013-10-15,2013-10-15,Aotizhongxin,night,71.0,73.5,73.0,1.0,5.75,0.75,36,267
2013-10-15,2013-10-15,Changping,afternoon,38.5,72.5,53.5,46.0,17.0,1.6,42,268
2013-10-15,2013-10-15,Changping,evening,49.0,102.0,84.0,11.0,10.45,0.8500000000000001,42,269
2013-10-15,2013-10-15,Changping,morning,43.5,68.0,55.0,9.5,13.1,1.05,42,270
2013-10-15,2013-10-15,Changping,night,33.0,56.0,54.0,10.0,7.35,0.8,42,271
2013-10-22,2013-10-22,Aotizhongxin,afternoon,46.0,71.0,44.0,54.0,15.55,1.35,38,272
2013-10-22,2013-10-22,Aotizhongxin,evening,79.5,132.0,97.5,1.0,7.95,0.7,42,273
2013-10-22,2013-10-22,Aotizhongxin,morning,36.0,65.0,52.0,5.5,11.15,1.45,36,274
2013-10-22,2013-10-22,Aotizhongxin,night,40.0,54.0,67.0,1.0,4.7,0.6,35,275
2013-10-22,2013-10-22,Changping,afternoon,55.0,89.0,65.0,56.0,15.5,1.7999999999999998,42,276
2013-10-22,2013-10-22,Changping,evening,66.0,86.0,69.0,16.0,9.4,1.2,41,277
2013-10-22,2013-10-22,Changping,morning,78.0,102.5,60.5,10.9621,11.45,1.25,40,278
2013-10-22,2013-10-22,Changping,night,48.0,83.0,62.0,13.4946,6.4,1.2,41,279
2013-10-29,2013-10-29,Aotizhongxin,afternoon,37.0,68.0,49.0,46.4814,14.3,1.8,37,280
2013-10-29,2013-10-29,Aotizhongxin,evening,57.0,114.0,89.5,1.0354999999999999,6.0,0.4,26,281
2013-10-29,2013-10-29,Aotizhongxin,morning,22.0,38.0,50.0,7.0,11.8,1.3,27,282
2013-10-29,2013-10-29,Aotizhongxin,night,94.0,105.5,83.5,1.0,4.55,0.95,20,283
2013-10-29,2013-10-29,Changping,afternoon,67.0,98.0,57.0,43.911,14.4,1.55,42,284
2013-10-29,2013-10-29,Changping,evening,92.5,105.5,79.0,11.031300000000002,8.05,0.8,40,285
2013-10-29,2013-10-29,Changping,morning,67.0,107.0,64.0,7.7112,10.9,1.3,39,286
2013-10-29,2013-10-29,Changping,night,61.0,61.0,55.0,14.1372,5.9,0.9,33,287
2013-11-05,2013-11-05,Aotizhongxin,afternoon,28.0,67.0,41.0,38.1276,13.2,2.5,33,288
2013-11-05,2013-11-05,Aotizhongxin,evening,11.0,66.0,16.0,40.4838,8.6,3.0,19,289
2013-11-05,2013-11-05,Aotizhongxin,morning,12.5,25.5,27.5,28.1673,8.45,1.55,16,290
2013-11-05,2013-11-05,Aotizhongxin,night,7.0,22.5,15.5,33.5223,3.05,1.75,14,291
2013-11-05,2013-11-05,Changping,afternoon,30.5,62.0,34.5,36.414,13.45,2.8,42,292
2013-11-05,2013-11-05,Changping,evening,55.0,80.0,59.0,11.3526,6.949999999999999,1.2,42,293
2013-11-05,2013-11-05,Changping,morning,67.5,82.0,49.0,11.781,9.05,1.25,42,294
2013-11-05,2013-11-05,Changping,night,51.0,61.0,47.0,12.2094,4.3,1.4,41,295
2013-11-12,2013-11-12,Aotizhongxin,afternoon,13.0,35.0,13.0,54.4068,11.2,2.8,33,296
2013-11-12,2013-11-12,Aotizhongxin,evening,10.0,17.5,21.5,33.308099999999996,3.15,1.05,18,297
2013-11-12,2013-11-12,Aotizhongxin,morning,11.0,36.0,23.0,39.627,9.0,3.3,27,298
2013-11-12,2013-11-12,Aotizhongxin,night,25.0,34.5,45.0,4.6053,-0.5,0.5,10,299
2013-11-12,2013-11-12,Changping,afternoon,14.0,39.5,17.0,59.8689,10.2,2.5,42,300
2013-11-12,2013-11-12,Changping,evening,50.5,82.0,63.0,14.4585,5.35,1.0,42,301
2013-11-12,2013-11-12,Changping,morning,25.5,51.5,39.5,23.6691,7.8999999999999995,2.05,42,302
2013-11-12,2013-11-12,Changping,night,64.5,91.5,64.0,10.174499999999998,3.2,1.1,42,303
2013-11-19,2013-11-19,Aotizhongxin,afternoon,56.0,73.0,36.0,19.0638,9.0,1.5,41,304
2013-11-19,2013-11-19,Aotizhongxin,evening,116.0,193.5,92.0,1.0,2.4,0.7,24,305
2013-11-19,2013-11-19,Aotizhongxin,morning,36.0,70.5,34.0,5.570399999999999,6.65,1.35,26,306
2013-11-19,2013-11-19,Aotizhongxin,night,151.0,185.0,81.0,4.0,1.9,1.0,27,307
2013-11-19,2013-11-19,Changping,afternoon,43.5,60.0,36.0,32.4934,9.75,1.6,42,308
2013-11-19,2013-11-19,Changping,evening,60.5,72.0,52.0,8.283999999999999,3.7,1.1,42,309
2013-11-19,2013-11-19,Changping,morning,49.0,87.5,45.5,10.7834,5.449999999999999,1.25,42,310
2013-11-19,2013-11-19,Changping,night,54.0,66.0,46.5,4.9633,0.5,1.25,42,311
2013-11-26,2013-11-26,Aotizhongxin,afternoon,14.5,55.5,20.0,42.0,6.65,1.9,42,312
2013-11-26,2013-11-26,Aotizhongxin,evening,54.0,93.0,72.5,1.0,-1.2,0.8,42,313
2013-11-26,2013-11-26,Aotizhongxin,morning,23.0,55.0,38.0,11.5,2.1,1.5,42,314
2013-11-26,2013-11-26,Aotizhongxin,night,37.0,66.0,62.0,1.0,-3.6,0.9,41,315
2013-11-26,2013-11-26,Changping,afternoon,15.5,50.5,17.5,51.0,8.100000000000001,4.2,42,316
2013-11-26,2013-11-26,Changping,evening,25.5,60.0,34.0,32.0,3.95,1.75,42,317
2013-11-26,2013-11-26,Changping,morning,16.0,32.5,23.0,34.5,4.1,3.25,42,318
2013-11-26,2013-11-26,Changping,night,23.5,32.5,31.5,26.0,-0.30000000000000004,1.6,42,319
2013-12-03,2013-12-03,Aotizhongxin,afternoon,24.0,49.0,25.0,36.0,9.0,2.0,39,320
2013-12-03,2013-12-03,Aotizhongxin,evening,54.0,101.0,71.0,1.0,2.3,1.0,41,321
2013-12-03,2013-12-03,Aotizhongxin,morning,71.0,91.5,56.0,1.0,4.300000000000001,1.7999999999999998,38,322
2013-12-03,2013-12-03,Aotizhongxin,night,121.0,155.0,78.0,1.0,-0.5,1.0,39,323
2013-12-03,2013-12-03,Changping,afternoon,27.5,42.5,27.0,37.0,9.25,2.4,42,324
2013-12-03,2013-12-03,Changping,evening,59.0,67.5,54.0,13.0,3.0,1.0,42,325
2013-12-03,2013-12-03,Changping,morning,47.0,59.5,41.5,16.5,5.4,1.5,42,326
2013-12-03,2013-12-03,Changping,night,68.5,68.0,51.0,12.5,1.4,1.0,42,327
2013-12-10,2013-12-10,Aotizhongxin,afternoon,26.0,50.0,33.0,31.065,3.05,1.9,40,328
2013-12-10,2013-12-10,Aotizhongxin,evening,34.0,39.0,61.0,3.8556,-0.7,1.0,27,329
2013-12-10,2013-12-10,Aotizhongxin,morning,25.0,32.0,45.0,8.1396,0.2,1.8,33,330
2013-12-10,2013-12-10,Aotizhongxin,night,23.0,22.0,49.0,2.5704,-3.9,1.4,25,331
2013-12-10,2013-12-10,Changping,afternoon,17.0,45.5,19.0,44.5,3.2,2.25,42,332
2013-12-10,2013-12-10,Changping,evening,56.0,61.0,54.0,12.0,-1.4,0.95,42,333
2013-12-10,2013-12-10,Changping,morning,21.5,28.5,39.5,18.0,-1.25,1.65,42,334
2013-12-10,2013-12-10,Changping,night,48.0,38.5,49.0,13.0,-2.5,1.25,42,335
2013-12-17,2013-12-17,Aotizhongxin,afternoon,28.0,49.0,44.0,29.0,1.9,1.6,41,336
2013-12-17,2013-12-17,Aotizhongxin,evening,81.0,121.5,78.0,1.0,-5.45,0.8,42,337
2013-12-17,2013-12-17,Aotizhongxin,morning,25.5,31.5,50.5,10.5,-2.55,1.6,42,338
2013-12-17,2013-12-17,Aotizhongxin,night,86.0,95.0,74.0,3.4272,-5.9,1.1,41,339
2013-12-17,2013-12-17,Changping,afternoon,24.0,42.0,32.5,33.0,1.9,2.05,42,340
2013-12-17,2013-12-17,Changping,evening,52.0,72.5,58.0,8.5,-3.3499999999999996,0.9,42,341
2013-12-17,2013-12-17,Changping,morning,67.0,74.0,61.0,6.0,-2.65,1.35,42,342
2013-12-17,2013-12-17,Changping,night,84.0,85.0,69.0,5.0,-6.35,0.9,42,343
2013-12-24,2013-12-24,Aotizhongxin,afternoon,20.5,59.0,24.5,45.0,1.55,1.9,42,344
2013-12-24,2013-12-24,Aotizhongxin,evening,32.0,99.0,75.0,1.0,-2.2,1.3,41,345
2013-12-24,2013-12-24,Aotizhongxin,morning,23.5,93.5,44.0,15.0,-2.0999999999999996,1.4,42,346
2013-12-24,2013-12-24,Aotizhongxin,night,22.0,61.0,66.0,7.0,-4.2,1.3,41,347
2013-12-24,2013-12-24,Changping,afternoon,25.5,63.0,29.0,50.0,1.25,3.8499999999999996,42,348
2013-12-24,2013-12-24,Changping,evening,41.0,77.5,59.0,17.0,-0.8500000000000001,1.65,42,349
2013-12-24,2013-12-24,Changping,morning,23.5,45.0,36.0,29.5,-2.1500000000000004,3.8499999999999996,42,350
2013-12-24,2013-12-24,Changping,night,22.0,44.5,37.0,28.744300000000003,-4.35,2.0,42,351
2013-12-31,2013-12-31,Aotizhongxin,afternoon,32.0,100.0,33.5,38.0,6.7,1.45,42,352
2013-12-31,2013-12-31,Aotizhongxin,evening,88.0,162.0,87.0,1.0,-1.15,0.9,42,353
2013-12-31,2013-12-31,Aotizhongxin,morning,82.0,131.5,63.0,1.0,1.05,2.05,42,354
2013-12-31,2013-12-31,Aotizhongxin,night,111.5,174.5,90.0,1.0,-1.9,1.4,40,355
2013-12-31,2013-12-31,Changping,afternoon,31.0,121.0,28.0,52.0,6.7,1.8,41,356
2013-12-31,2013-12-31,Changping,evening,72.0,126.0,71.0,11.5,1.35,1.4,42,357
2013-12-31,2013-12-31,Changping,morning,48.5,121.5,42.0,25.5,1.55,1.6,38,358
2013-12-31,2013-12-31,Changping,night,83.0,139.0,64.0,12.0,-0.1,2.0,41,359
2014-01-07,2014-01-07,Aotizhongxin,afternoon,38.0,41.5,42.0,31.5,2.0999999999999996,2.3499999999999996,42,360
2014-01-07,2014-01-07,Aotizhongxin,evening,54.0,84.5,72.0,3.0,-2.5,1.8,42,361
2014-01-07,2014-01-07,Aotizhongxin,morning,28.5,36.5,54.0,3.5,-2.3,1.4,42,362
2014-01-07,2014-01-07,Aotizhongxin,night,64.0,84.0,69.0,1.0,-4.3,1.6,41,363
2014-01-07,2014-01-07,Changping,afternoon,20.0,31.0,29.0,46.5,2.3499999999999996,2.9,42,364
2014-01-07,2014-01-07,Changping,evening,47.0,74.5,64.0,11.5,-3.4,1.2,42,365
2014-01-07,2014-01-07,Changping,morning,40.5,49.0,51.0,12.5,-3.05,1.7,42,366
2014-01-07,2014-01-07,Changping,night,30.0,41.0,39.0,19.5,-6.55,1.2,42,367
2014-01-14,2014-01-14,Aotizhongxin,afternoon,85.0,82.5,72.0,16.0,3.4,2.15,40,368
2014-01-14,2014-01-14,Aotizhongxin,evening,102.0,219.0,96.0,1.0,-0.5,1.5,41,369
2014-01-14,2014-01-14,Aotizhongxin,morning,70.0,65.0,66.0,1.0,-1.5,1.4,41,370
2014-01-14,2014-01-14,Aotizhongxin,night,120.0,138.0,87.0,1.0,-2.1,1.2,40,371
2014-01-14,2014-01-14,Changping,afternoon,78.0,108.0,56.0,36.0,3.75,2.5,38,372
2014-01-14,2014-01-14,Changping,evening,96.0,145.5,81.5,11.0,0.05,1.35,42,373
2014-01-14,2014-01-14,Changping,morning,112.0,91.0,67.0,13.0,-1.1,1.7,41,374
2014-01-14,2014-01-14,Changping,night,89.0,103.0,73.0,8.0,-2.0,1.7,41,375
2014-01-21,2014-01-21,Aotizhongxin,afternoon,75.5,96.0,62.0,18.0,4.1,1.8,40,376
2014-01-21,2014-01-21,Aotizhongxin,evening,89.5,117.0,78.5,1.0,-1.9,1.25,36,377
2014-01-21,2014-01-21,Aotizhongxin,morning,73.0,82.0,59.0,1.0,-0.8,1.4,41,378
2014-01-21,2014-01-21,Aotizhongxin,night,103.5,124.0,78.0,1.0,-3.1,1.4,38,379
2014-01-21,2014-01-21,Changping,afternoon,63.5,100.5,47.5,38.0,4.1,2.0,38,380
2014-01-21,2014-01-21,Changping,evening,88.0,104.0,68.0,14.0,-0.9,1.1,37,381
2014-01-21,2014-01-21,Changping,morning,100.0,103.5,62.0,8.5,-0.8500000000000001,1.5,40,382
2014-01-21,2014-01-21,Changping,night,66.0,78.0,44.0,16.0,-4.35,1.4,38,383
2014-01-28,2014-01-28,Aotizhongxin,afternoon,58.5,92.0,31.0,57.0,4.15,2.35,42,384
2014-01-28,2014-01-28,Aotizhongxin,evening,101.0,112.0,57.0,16.5,2.1500000000000004,2.05,42,385
2014-01-28,2014-01-28,Aotizhongxin,morning,62.0,78.0,53.5,7.0,1.15,2.2,42,386
2014-01-28,2014-01-28,Aotizhongxin,night,106.0,108.0,51.5,1.5,-0.9,1.6,40,387
2014-01-28,2014-01-28,Changping,afternoon,52.0,101.0,33.5,59.0,4.25,2.5,40,388
2014-01-28,2014-01-28,Changping,evening,108.0,136.5,54.5,25.5,0.7,1.5,42,389
2014-01-28,2014-01-28,Changping,morning,62.0,93.0,40.5,31.0,0.75,1.4,42,390
2014-01-28,2014-01-28,Changping,night,97.5,113.5,43.5,16.0,-0.7,1.6,40,391
2014-02-04,2014-02-04,Aotizhongxin,afternoon,26.5,23.5,32.0,47.0,-0.75,2.05,38,392
2014-02-04,2014-02-04,Aotizhongxin,evening,68.5,58.5,49.0,29.5,-3.4000000000000004,1.35,42,393
2014-02-04,2014-02-04,Aotizhongxin,morning,64.5,63.0,48.5,9.5,-3.5,1.5,42,394
2014-02-04,2014-02-04,Aotizhongxin,night,63.5,43.0,38.5,23.5,-4.1,1.4,40,395
2014-02-04,2014-02-04,Changping,afternoon,25.5,25.5,32.0,58.5,-0.8,2.35,38,396
2014-02-04,2014-02-04,Changping,evening,56.5,64.0,42.0,33.5,-3.75,1.4,42,397
2014-02-04,2014-02-04,Changping,morning,48.5,42.0,34.5,28.5,-4.2,1.65,42,398
2014-02-04,2014-02-04,Changping,night,41.0,46.0,31.5,38.0,-5.800000000000001,1.45,38,399
2014-02-11,2014-02-11,Aotizhongxin,afternoon,130.0,137.0,68.0,22.0,3.1,1.7,39,400
2014-02-11,2014-02-11,Aotizhongxin,evening,221.5,222.0,103.0,1.0,-2.6,1.1,42,401
2014-02-11,2014-02-11,Aotizhongxin,morning,157.0,144.0,82.0,1.0,-2.5,1.3,41,402
2014-02-11,2014-02-11,Aotizhongxin,night,194.0,189.0,85.0,1.0,-4.5,1.1,27,403
2014-02-11,2014-02-11,Changping,afternoon,143.0,116.0,68.0,46.0,2.5,1.7,39,404
2014-02-11,2014-02-11,Changping,evening,204.0,198.0,91.5,13.5,-1.8,1.2,42,405
2014-02-11,2014-02-11,Changping,morning,170.0,165.5,73.5,11.0,-3.1,1.25,42,406
2014-02-11,2014-02-11,Changping,night,244.5,229.0,81.5,10.0,-4.0,1.4,28,407
2014-02-18,2014-02-18,Aotizhongxin,afternoon,199.0,252.5,85.0,15.0,3.3499999999999996,1.7,42,408
2014-02-18,2014-02-18,Aotizhongxin,evening,221.0,278.0,101.0,1.0,1.3,1.2,39,409
2014-02-18,2014-02-18,Aotizhongxin,morning,171.0,186.0,81.0,1.0,1.6,1.4,41,410
2014-02-18,2014-02-18,Aotizhongxin,night,205.0,205.0,86.0,1.0,-0.4,1.2,39,411
2014-02-18,2014-02-18,Changping,afternoon,213.0,244.0,73.0,26.5,3.4,1.5,42,412
2014-02-18,2014-02-18,Changping,evening,240.0,279.0,88.0,8.0,0.8,1.1,39,413
2014-02-18,2014-02-18,Changping,morning,185.0,187.5,74.5,7.5,1.25,1.05,42,414
2014-02-18,2014-02-18,Changping,night,218.0,218.0,80.0,8.0,-0.6,1.0,39,415
2014-02-25,2014-02-25,Aotizhongxin,afternoon,104.0,117.0,68.5,37.5,7.95,2.05,34,416
2014-02-25,2014-02-25,Aotizhongxin,evening,142.0,163.0,98.0,9.0,2.9,1.3,37,417
2014-02-25,2014-02-25,Aotizhongxin,morning,118.0,142.0,80.0,2.0,3.1,1.6,37,418
2014-02-25,2014-02-25,Aotizhongxin,night,122.5,160.5,86.5,2.0,0.75,1.4,30,419
2014-02-25,2014-02-25,Changping,afternoon,138.5,151.5,66.5,8.0,7.65,1.7,34,420
2014-02-25,2014-02-25,Changping,evening,124.5,146.5,83.5,5.0,2.6500000000000004,1.15,38,421
2014-02-25,2014-02-25,Changping,morning,119.0,143.0,66.0,7.0,2.3,1.2,37,422
2014-02-25,2014-02-25,Changping,night,108.0,137.0,74.0,7.0,0.0,1.0,29,423
2014-03-04,2014-03-04,Aotizhongxin,afternoon,27.5,49.5,31.5,59.5,8.55,2.5,42,424
2014-03-04,2014-03-04,Aotizhongxin,evening,46.5,82.0,68.0,27.5,3.8,1.65,42,425
2014-03-04,2014-03-04,Aotizhongxin,morning,56.5,65.0,66.0,8.0,3.05,1.7,42,426
2014-03-04,2014-03-04,Aotizhongxin,night,51.0,66.0,74.5,2.0,0.3,1.3,42,427
2014-03-04,2014-03-04,Changping,afternoon,23.5,50.0,31.0,59.0,8.3,2.7,42,428
2014-03-04,2014-03-04,Changping,evening,53.0,74.0,58.0,39.5,3.3,1.55,42,429
2014-03-04,2014-03-04,Changping,morning,28.0,42.5,53.5,13.5,3.15,1.55,42,430
2014-03-04,2014-03-04,Changping,night,36.5,40.0,33.5,18.0,-0.2,1.1,42,431
2014-03-11,2014-03-11,Aotizhongxin,afternoon,35.0,165.0,27.0,76.5,15.4,2.5,42,432
2014-03-11,2014-03-11,Aotizhongxin,evening,37.5,151.0,54.5,48.5,11.399999999999999,2.25,42,433
2014-03-11,2014-03-11,Aotizhongxin,morning,70.0,148.5,74.5,8.0,8.35,1.45,42,434
2014-03-11,2014-03-11,Aotizhongxin,night,68.0,187.5,72.5,8.0,4.95,1.1,42,435
2014-03-11,2014-03-11,Changping,afternoon,24.0,159.0,51.5,70.5,15.649999999999999,2.8499999999999996,42,436
2014-03-11,2014-03-11,Changping,evening,28.0,143.0,65.0,37.5,11.4,1.65,42,437
2014-03-11,2014-03-11,Changping,morning,42.0,139.5,62.5,6.5,8.45,1.95,42,438
2014-03-11,2014-03-11,Changping,night,44.5,123.0,58.0,13.0,5.4,1.35,42,439
2014-03-18,2014-03-18,Aotizhongxin,afternoon,60.5,111.5,41.5,87.0,18.700000000000003,2.75,42,440
2014-03-18,2014-03-18,Aotizhongxin,evening,47.5,135.5,55.0,57.5,11.5,1.5,42,441
2014-03-18,2014-03-18,Aotizhongxin,morning,75.5,148.0,87.5,4.5,12.3,1.45,42,442
2014-03-18,2014-03-18,Aotizhongxin,night,43.5,104.5,57.5,16.5,7.05,0.95,42,443
2014-03-18,2014-03-18,Changping,afternoon,29.5,54.0,15.0,91.5,18.6,3.2,42,444
2014-03-18,2014-03-18,Changping,evening,40.0,114.5,33.5,77.0,13.25,1.8,42,445
2014-03-18,2014-03-18,Changping,morning,43.5,77.5,43.0,40.0,12.25,2.05,42,446
2014-03-18,2014-03-18,Changping,night,34.0,73.5,50.0,43.0,7.8,1.2,42,447
2014-03-25,2014-03-25,Aotizhongxin,afternoon,129.0,104.0,64.0,98.0,22.1,1.8,41,448
2014-03-25,2014-03-25,Aotizhongxin,evening,117.0,176.5,86.5,30.0,14.6,1.05,42,449
2014-03-25,2014-03-25,Aotizhongxin,morning,169.0,221.0,103.5,2.0,15.5,1.4,42,450
2014-03-25,2014-03-25,Aotizhongxin,night,149.0,248.0,107.5,2.0,12.0,0.9,42,451
2014-03-25,2014-03-25,Changping,afternoon,114.0,133.5,39.0,101.0,21.8,2.2,42,452
2014-03-25,2014-03-25,Changping,evening,107.0,156.0,68.5,59.5,16.5,0.95,42,453
2014-03-25,2014-03-25,Changping,morning,127.5,170.5,71.0,24.0,16.0,1.45,42,454
2014-03-25,2014-03-25,Changping,night,136.0,195.0,62.5,42.0,12.8,1.1,42,455
2014-04-01,2014-04-01,Aotizhongxin,afternoon,37.0,93.5,31.0,100.5,22.75,3.4,42,456
2014-04-01,2014-04-01,Aotizhongxin,evening,57.5,154.5,55.5,71.0,15.55,2.0,42,457
2014-04-01,2014-04-01,Aotizhongxin,morning,71.5,157.5,72.0,20.0,15.35,1.6,42,458
2014-04-01,2014-04-01,Aotizhongxin,night,66.0,157.0,73.5,8.5,8.9,0.7,42,459
2014-04-01,2014-04-01,Changping,afternoon,39.0,70.0,14.0,107.0,22.9,3.4,41,460
2014-04-01,2014-04-01,Changping,evening,60.5,132.0,47.0,90.0,16.1,1.4,42,461
2014-04-01,2014-04-01,Changping,morning,51.5,114.5,51.5,32.5,15.6,1.7999999999999998,42,462
2014-04-01,2014-04-01,Changping,night,50.0,85.0,31.0,43.0,10.2,1.2,41,463
2014-04-08,2014-04-08,Aotizhongxin,afternoon,111.0,216.5,51.5,102.0,22.9,2.05,42,464
2014-04-08,2014-04-08,Aotizhongxin,evening,119.0,231.0,64.0,81.5,17.4,1.4,42,465
2014-04-08,2014-04-08,Aotizhongxin,morning,149.0,245.0,97.0,10.0,15.8,1.4,41,466
2014-04-08,2014-04-08,Aotizhongxin,night,148.0,239.0,93.0,2.0,12.5,0.9,41,467
2014-04-08,2014-04-08,Changping,afternoon,154.0,222.0,48.0,119.0,22.4,2.2,41,468
2014-04-08,2014-04-08,Changping,evening,138.0,221.5,51.5,109.0,18.049999999999997,1.1,42,469
2014-04-08,2014-04-08,Changping,morning,140.0,206.0,67.0,39.0,16.2,1.5,41,470
2014-04-08,2014-04-08,Changping,night,135.0,187.0,54.0,47.0,12.5,1.1,41,471
2014-04-15,2014-04-15,Aotizhongxin,afternoon,62.5,101.0,48.5,82.0,20.1,1.7,42,472
2014-04-15,2014-04-15,Aotizhongxin,evening,65.5,129.0,66.5,59.0,15.1,1.05,42,473
2014-04-15,2014-04-15,Aotizhongxin,morning,86.0,129.0,84.0,4.0,14.7,1.4,39,474
2014-04-15,2014-04-15,Aotizhongxin,night,80.0,150.5,89.0,2.0,13.25,0.6,42,475
2014-04-15,2014-04-15,Changping,afternoon,98.0,89.5,32.5,95.5,20.0,2.1500000000000004,42,476
2014-04-15,2014-04-15,Changping,evening,86.5,101.5,51.0,61.5,15.8,1.35,42,477
2014-04-15,2014-04-15,Changping,morning,82.0,99.0,60.5,23.5,15.6,1.4,42,478
2014-04-15,2014-04-15,Changping,night,81.5,105.5,59.0,31.5,13.4,0.9,42,479
2014-04-22,2014-04-22,Aotizhongxin,afternoon,152.0,182.0,38.5,115.0,23.6,2.5,28,480
2014-04-22,2014-04-22,Aotizhongxin,evening,114.0,182.5,38.0,99.5,19.549999999999997,1.75,24,481
2014-04-22,2014-04-22,Aotizhongxin,morning,114.0,146.0,55.5,32.0,18.7,1.4,30,482
2014-04-22,2014-04-22,Aotizhongxin,night,84.0,155.5,61.0,40.0,13.1,0.95,30,483
2014-04-22,2014-04-22,Changping,afternoon,163.0,168.0,41.0,126.0,23.5,2.9,29,484
2014-04-22,2014-04-22,Changping,evening,133.5,140.5,40.0,103.0,18.950000000000003,1.7,24,485
2014-04-22,2014-04-22,Changping,morning,106.5,127.5,57.5,45.5,18.75,1.65,30,486
2014-04-22,2014-04-22,Changping,night,62.5,77.0,35.0,80.5,14.25,1.05,30,487
2014-04-29,2014-04-29,Aotizhongxin,afternoon,63.5,128.0,26.5,99.0,21.65,3.1500000000000004,42,488
2014-04-29,2014-04-29,Aotizhongxin,evening,44.0,117.0,33.0,79.0,15.4,1.8,41,489
2014-04-29,2014-04-29,Aotizhongxin,morning,65.0,115.0,66.0,46.0,17.1,2.2,39,490
2014-04-29,2014-04-29,Aotizhongxin,night,51.0,92.0,73.0,43.0,11.5,0.9,33,491
2014-04-29,2014-04-29,Changping,afternoon,38.5,123.0,29.0,98.0,22.45,3.7,42,492
2014-04-29,2014-04-29,Changping,evening,33.0,123.0,35.0,82.0,16.5,1.75,42,493
2014-04-29,2014-04-29,Changping,morning,36.0,85.0,55.0,61.0,17.4,2.1,39,494
2014-04-29,2014-04-29,Changping,night,27.0,44.5,32.0,66.5,12.3,1.4,34,495
2014-05-06,2014-05-06,Aotizhongxin,afternoon,60.0,100.0,30.5,100.0,20.75,1.7,40,496
2014-05-06,2014-05-06,Aotizhongxin,evening,53.0,121.5,51.0,83.5,17.799999999999997,1.4,42,497
2014-05-06,2014-05-06,Aotizhongxin,morning,64.0,99.0,69.0,38.0,16.8,1.6,39,498
2014-05-06,2014-05-06,Aotizhongxin,night,55.0,87.0,57.0,31.0,11.2,0.9,39,499
2014-05-06,2014-05-06,Changping,afternoon,48.0,62.5,22.5,101.5,20.299999999999997,2.1500000000000004,40,500
2014-05-06,2014-05-06,Changping,evening,46.5,95.5,45.5,83.0,18.15,1.25,42,501
2014-05-06,2014-05-06,Changping,morning,40.0,77.5,39.5,64.5,17.299999999999997,1.85,42,502
2014-05-06,2014-05-06,Changping,night,41.0,67.0,38.0,40.0,12.3,1.1,40,503
2014-05-13,2014-05-13,Aotizhongxin,afternoon,70.5,136.0,33.0,122.5,27.8,2.4,42,504
2014-05-13,2014-05-13,Aotizhongxin,evening,59.0,173.5,46.0,106.5,22.7,1.35,42,505
2014-05-13,2014-05-13,Aotizhongxin,morning,77.5,132.5,72.5,23.0,21.0,1.45,42,506
2014-05-13,2014-05-13,Aotizhongxin,night,62.5,154.5,75.0,29.5,15.85,0.6499999999999999,40,507
2014-05-13,2014-05-13,Changping,afternoon,48.5,104.5,22.0,132.0,28.2,2.75,42,508
2014-05-13,2014-05-13,Changping,evening,46.5,130.5,33.5,113.5,23.0,1.45,42,509
2014-05-13,2014-05-13,Changping,morning,44.0,75.5,35.5,62.0,22.05,1.65,42,510
2014-05-13,2014-05-13,Changping,night,43.5,89.0,33.5,61.0,17.35,1.3,40,511
2014-05-20,2014-05-20,Aotizhongxin,afternoon,62.5,99.0,27.5,149.5,31.05,2.8499999999999996,40,512
2014-05-20,2014-05-20,Aotizhongxin,evening,65.0,111.0,47.5,99.5,24.6,1.1,42,513
2014-05-20,2014-05-20,Aotizhongxin,morning,101.0,163.5,56.0,62.0,24.65,1.45,42,514
2014-05-20,2014-05-20,Aotizhongxin,night,103.0,171.5,76.0,33.0,19.700000000000003,0.4,40,515
2014-05-20,2014-05-20,Changping,afternoon,43.0,68.0,16.0,128.5,31.55,3.4,42,516
2014-05-20,2014-05-20,Changping,evening,52.5,82.5,34.0,107.0,26.15,1.7,42,517
2014-05-20,2014-05-20,Changping,morning,89.0,118.5,30.0,70.5,26.0,1.95,42,518
2014-05-20,2014-05-20,Changping,night,84.0,129.0,41.0,74.0,19.9,1.1,39,519
2014-05-27,2014-05-27,Aotizhongxin,afternoon,33.0,48.0,34.0,172.0,32.6,1.9,41,520
2014-05-27,2014-05-27,Aotizhongxin,evening,47.0,56.0,48.0,139.0,23.9,0.7,41,521
2014-05-27,2014-05-27,Aotizhongxin,morning,53.0,65.0,82.0,66.0,26.8,1.5,41,522
2014-05-27,2014-05-27,Aotizhongxin,night,51.0,57.0,83.0,27.0,20.4,0.4,39,523
2014-05-27,2014-05-27,Changping,afternoon,24.5,64.5,21.0,142.5,32.95,2.1,42,524
